,EVENT_ID,GAME_ID,PITCH_SEQ_TX,PIT_ID,INN_CT,RBI_CT,PA_BALL_CT,BAT_DEST_ID,EVENT_OUTS_CT,HOME_SCORE_CT,AWAY_SCORE_CT,BAT_HOME_ID,PIT_COUNT,SCORE_DIFF,TEAM_WINS
18607,45,DET200909120,BF*BFB>X,richs001,5,3,3,4,0,3,3,1,94,0,False
18608,53,DET200909130,BBBCFX,porcr001,6,0,3,0,1,4,2,0,101,2,True
18609,57,DET200909130,BBX,romer002,6,0,2,0,1,4,2,1,103,-2,False
18610,56,DET200909140,CX,verlj001,7,0,0,1,1,2,5,0,105,-3,False
18611,51,DET200909140,BCX,purcd001,6,0,1,0,1,2,5,1,93,3,False
18612,9,DET200909150,BBX,washj001,1,0,2,0,1,0,4,0,30,-4,False
18613,47,DET200909150,FFBF*BS,tejer001,5,0,2,0,1,1,8,1,96,7,True
18614,41,DET200909160,BCBFX,bonie002,5,0,2,0,1,2,3,0,77,-1,False
18615,52,DET200909160,FBFFBFX,dinal001,6,1,2,1,0,2,3,1,98,1,False
18616,40,DET200909170,FBX,jacke001,5,0,1,0,1,0,5,0,93,-5,False
18617,43,DET200909170,BBX,greiz001,5,0,2,0,1,0,5,1,76,5,True
18618,53,DET200909291,BBBCB,porcr001,7,0,4,1,0,1,1,0,106,0,False
18619,58,DET200909291,CTB*BFFBX,blacn001,7,0,3,0,1,1,1,1,103,0,False
18620,67,DET200909292,*BFCX,verlj001,8,0,1,0,1,5,4,0,127,1,True
18621,40,DET200909292,BSBBB,duenb001,5,0,4,1,0,3,0,1,77,-3,False
18622,40,DET200909300,X,bonie002,5,0,0,0,1,4,2,0,88,2,True
18623,46,DET200909300,X,pavac001,5,3,0,2,0,4,2,1,82,-2,False
18624,56,DET200910010,C11BX,roben001,7,0,1,2,0,1,4,0,87,-3,False
18625,47,DET200910010,FBSFC,bakes002,5,0,1,0,1,1,4,1,100,3,True
18626,45,DET200910020,X,jacke001,6,2,0,2,0,0,4,0,80,-4,False
18627,66,DET200910020,FFS,peavj001,8,0,0,0,1,0,8,1,103,8,True
18628,15,DET200910030,FB>C.BBB,figaa001,2,0,4,1,0,0,1,0,36,-1,False
18629,73,DET200910030,BSFX,garcf002,8,0,1,1,0,0,4,1,94,4,True
18630,66,DET200910040,BBBB,verlj001,8,0,4,1,0,5,3,0,117,2,True
18631,41,DET200910040,BBX,dankj001,5,0,2,0,1,4,0,1,86,-4,False
18632,46,KCA200904100,CX,ponss001,6,0,0,0,1,1,4,0,102,-3,False
18633,56,KCA200904100,BCSBS,petta001,7,0,2,0,1,1,4,1,94,3,True
18634,37,KCA200904110,CBBX,ramih002,5,0,2,2,0,0,6,0,68,-6,False
18635,69,KCA200904110,BSCBBFX,sabac001,8,0,3,0,1,0,6,1,101,6,True
18636,54,KCA200904120,BBFSB>X,mechg001,7,0,3,0,1,3,4,0,99,-1,False
18637,47,KCA200904120,FBFS,chamj002,6,0,1,0,1,3,1,1,84,-2,False
18638,44,KCA200904130,BCBBX,greiz001,5,0,3,1,1,4,0,0,99,4,True
18639,47,KCA200904130,X,carmf001,5,0,0,0,1,4,0,1,109,-4,False
18640,49,KCA200904140,1X,davik002,6,0,0,1,0,4,3,0,106,1,True
18641,54,KCA200904140,X,pavac001,6,0,0,0,1,4,3,1,79,-1,False
18642,44,KCA200904150,BBFFS,ponss001,6,0,2,0,1,0,2,0,84,-2,False
18643,47,KCA200904150,BCCBX,laffa001,6,1,2,0,1,0,2,1,82,2,False
18644,48,KCA200904240,X,porcr001,6,0,0,1,1,5,1,1,88,-4,False
18645,45,KCA200904250,C*BBX,davik002,6,2,2,3,0,0,4,0,83,-4,False
18646,50,KCA200904250,CX,minez001,6,0,0,1,0,0,8,1,81,8,True
18647,62,KCA200904260,CBFX,ponss001,8,0,1,0,1,1,3,0,98,-2,False
18648,53,KCA200904260,SCFX,galaa002,6,0,0,0,1,1,3,1,107,2,True
18649,61,KCA200904270,BCX,bannb001,7,0,1,0,1,7,1,0,100,6,True
18650,48,KCA200904270,BX,purcd001,5,0,1,0,1,6,1,1,93,-5,False
18651,36,KCA200904280,CX,mechg001,4,2,0,1,0,0,3,0,83,-3,False
18652,64,KCA200904280,*BC>B.X,richs001,7,0,2,0,1,1,5,1,105,4,True
18653,64,KCA200904290,CBSBFBX,greiz001,7,0,3,0,1,11,2,0,104,9,True
18654,47,KCA200904290,FX,tallb001,5,2,0,3,0,7,2,1,91,-5,False
18655,51,KCA200904300,BFFFBBFB,davik002,6,0,4,1,0,8,3,0,81,5,True
18656,25,KCA200904300,B*BBCS>X,burrb001,3,1,3,1,0,3,2,1,48,-1,False
18657,42,KCA200905040,BX,colob001,5,0,1,0,1,3,0,1,96,-3,False
18658,42,KCA200905050,BCBX,davik002,5,0,2,1,0,4,5,0,99,-1,False
18659,61,KCA200905050,B.CSX,floyg001,6,0,1,1,0,4,7,1,82,3,False
18660,69,KCA200905060,X,ponss001,8,0,0,2,0,8,1,0,84,7,True
18661,29,KCA200905060,BSBFN.F*BX,silvc001,3,0,3,0,1,6,0,1,67,-6,False
18662,44,KCA200905070,SCX,bannb001,6,0,0,0,1,2,0,0,107,2,True
18663,55,KCA200905070,CFX,washj001,7,0,0,0,1,2,0,1,93,-2,False
18664,36,KCA200905140,BFFX,mechg001,5,1,1,2,0,2,3,0,83,-1,False
18665,46,KCA200905140,BBX,guthj001,5,0,2,0,1,4,5,1,95,1,True
18666,60,KCA200905150,BCFFC,greiz001,7,0,1,0,1,7,1,0,103,6,True
18667,50,KCA200905150,BSCX,eatoa001,5,0,1,1,1,7,1,1,110,-6,False
18668,59,KCA200905160,BFBX,davik002,7,0,2,0,1,2,3,0,125,-1,False
18669,55,KCA200905160,CBX,hillr001,6,0,1,1,0,2,3,1,86,1,True
18670,31,KCA200905170,B>H,hochl001,4,0,2,1,0,1,3,0,78,-2,False
18671,54,KCA200905170,CX,uehak001,6,2,0,2,0,2,3,1,92,1,False
18672,46,KCA200905190,CCBS,bannb001,6,0,1,0,1,1,5,0,83,-4,False
18673,64,KCA200905190,BX,lee-c003,8,0,1,0,1,2,5,1,99,3,False
18674,48,KCA200905200,1BX,mechg001,6,0,1,0,1,4,2,0,85,2,False
18675,52,KCA200905200,CX,carmf001,6,0,0,0,1,4,2,1,109,-2,False
18676,54,KCA200905210,BBCFFFT,greiz001,6,0,2,0,1,3,2,0,103,1,False
18677,57,KCA200905210,CBSS,pavac001,6,0,1,0,1,3,2,1,106,-1,True
18678,24,KCA200905250,BBBB,mechg001,3,0,4,1,0,0,4,0,70,-4,False
18679,64,KCA200905250,.CFFFBBBS,verlj001,7,0,3,0,1,0,9,1,88,9,True
18680,53,KCA200905260,C1.FX,jacke001,7,0,0,1,0,3,1,1,90,-2,False
18681,49,KCA200905270,CB*BCX,davik002,6,1,2,1,0,2,6,0,91,-4,False
18682,55,KCA200905270,BCFBFFX,porcr001,6,0,2,0,1,2,8,1,75,6,True
18683,43,KCA200905290,FBX,bannb001,6,1,1,1,0,0,5,0,84,-5,False
18684,66,KCA200905290,SSS,richc002,7,0,0,0,1,2,11,1,89,9,True
18685,51,KCA200905300,BBBCX,mechg001,7,0,3,0,1,2,2,0,105,0,False
18686,62,KCA200905300,FX,buehm001,8,0,0,0,1,3,3,1,93,0,False
18687,59,KCA200905310,CCX,greiz001,7,0,0,0,1,4,4,0,113,0,False
18688,54,KCA200905310,11.BCX,dankj001,6,0,1,0,1,4,4,1,97,0,False
18689,49,KCA200906120,SSBBX,malom001,6,0,2,0,1,4,1,1,101,-3,False
18690,49,KCA200906130,BSFBBB,davik002,6,0,4,1,0,5,3,0,94,2,True
18691,53,KCA200906130,BBBB,arrob001,6,0,4,1,0,5,3,1,87,-2,False
18692,58,KCA200906140,FX,bannb001,8,0,0,0,1,5,1,0,106,4,True
18693,47,KCA200906140,1X,cuetj001,6,0,0,0,2,5,1,1,109,-4,False
18694,49,KCA200906160,C*BFBX,david002,6,1,2,1,0,3,0,1,107,-3,False
18695,61,KCA200906170,BSBFBX,greiz001,7,2,3,4,0,2,4,0,109,-2,False
18696,57,KCA200906170,FBST,schem001,6,0,1,0,1,2,4,1,105,2,True
18697,43,KCA200906180,FX,hochl001,5,0,0,1,0,2,5,0,97,-3,False
18698,71,KCA200906180,CBCX,hared001,7,0,1,0,1,2,10,1,94,8,True
18699,28,KCA200906190,BCSBBX,davik002,3,1,3,4,0,1,7,0,53,-6,False
18700,70,KCA200906190,BCX,thomb002,7,0,1,0,1,4,10,1,83,6,True
18701,54,KCA200906200,SBX,bannb001,8,0,1,0,1,0,3,0,85,-3,False
18702,57,KCA200906200,BSBBX,carpc002,8,0,3,2,0,0,3,1,100,3,True
18703,37,KCA200906210,FBCBBB,mechg001,4,0,4,1,0,4,8,0,69,-4,False
18704,63,KCA200906210,FBBSFS,waina001,6,0,2,0,1,5,12,1,85,7,True
18705,57,KCA200906290,BX,hochl001,7,0,1,0,2,3,0,0,100,3,True
18706,54,KCA200906290,CBBX,blacn001,6,0,2,0,1,3,0,1,99,-3,False
18707,57,KCA200906300,1FP+11.X,bannb001,7,0,1,0,1,1,2,0,97,-1,False
18708,42,KCA200906300,BCX,bakes002,5,0,1,0,1,1,1,1,115,0,True
18709,49,KCA200907010,BSFX,mechg001,6,0,1,0,1,0,3,0,117,-3,False
18710,62,KCA200907010,BFX,perkg001,7,0,1,0,1,1,3,1,89,2,True
18711,42,KCA200907020,BBX,chenb001,7,0,2,1,0,0,1,0,97,-1,False
18712,66,KCA200907020,CBCX,buehm001,9,1,1,2,0,0,4,1,96,4,True
18713,45,KCA200907030,BSBC*B.>C,greiz001,6,0,3,0,1,0,4,0,85,-4,False
18714,67,KCA200907030,BBCC*BX,dankj001,8,0,3,1,0,0,5,1,99,5,True
18715,48,KCA200907040,CBC*BFFX,hochl001,6,0,2,0,1,2,4,0,88,-2,True
18716,53,KCA200907040,B1BBCFFX,floyg001,6,1,3,1,0,2,4,1,99,2,False
18717,53,KCA200907050,X,bannb001,6,0,0,0,1,6,2,0,104,4,True
18718,40,KCA200907050,BX,richc002,4,1,1,1,0,3,2,1,82,-1,False
18719,48,KCA200907170,X,bannb001,5,0,0,1,1,6,4,0,115,2,False
18720,59,KCA200907170,CBFFBFFFX,shiej002,6,0,2,3,0,6,4,1,96,-2,False
18721,56,KCA200907180,BBBFCX,greiz001,7,0,3,0,2,1,1,0,109,0,False
18722,52,KCA200907180,SBFS,kazms001,6,0,1,0,1,1,1,1,97,0,False
18723,58,KCA200907190,FSX,hochl001,7,1,0,2,0,3,1,0,101,2,False
18724,44,KCA200907190,SX,garzm001,5,0,0,0,1,3,0,1,99,-3,False
18725,48,KCA200907211,FBBX,ponss001,6,0,2,1,0,5,5,0,99,0,False
18726,58,KCA200907211,FX,sante001,6,0,0,0,1,5,6,1,82,1,True
18727,40,KCA200907212,CBCB.X,chenb001,5,0,2,0,1,2,3,0,94,-1,False
18728,51,KCA200907212,CSBBX,osuls001,6,0,2,0,1,2,3,1,91,1,True
18729,59,KCA200907220,CCBBX,bannb001,7,0,2,1,0,6,3,0,115,3,False
18730,54,KCA200907220,CX,saunj001,6,1,0,1,0,5,2,1,107,-3,False
18731,52,KCA200907240,FBX,greiz001,7,0,1,0,1,0,1,0,111,-1,False
18732,66,KCA200907240,CX,felds001,8,0,0,0,1,0,2,1,117,2,True
18733,58,KCA200907250,CBSFFS,hochl001,7,0,1,0,1,4,3,0,116,1,True
18734,47,KCA200907250,X,holld003,5,0,0,1,0,4,3,1,84,-1,False
18735,41,KCA200907260,SBX,ponss001,6,0,1,0,1,0,0,0,100,0,False
18736,17,KCA200907260,BFBBT>X,millk004,2,0,3,0,1,0,0,1,37,0,False
18737,47,KCA200908040,FBBCFX,hochl001,5,0,2,0,1,5,4,0,111,1,False
18738,42,KCA200908040,FFBBFFS,rowlr002,4,0,2,0,1,5,4,1,70,-1,False
18739,36,KCA200908050,SFBX,davik002,4,2,1,2,0,2,5,0,89,-3,False
18740,51,KCA200908050,*BS1FBS,frenl001,5,0,2,0,1,4,8,1,84,4,True
18741,63,KCA200908060,CBSBB.FB,chenb001,7,0,4,1,0,8,2,0,101,6,True
18742,67,KCA200908060,CFBBBX,vargj001,7,0,3,0,1,8,2,1,108,-6,False
18743,40,KCA200908070,*BFBSFFC,bannb001,4,0,2,0,1,1,7,0,84,-6,False
18744,54,KCA200908070,FX,mazzv001,5,0,0,0,1,3,7,1,92,4,True
18745,64,KCA200908080,X,greiz001,7,0,0,0,1,9,3,0,118,6,True
18746,48,KCA200908080,X,mortc003,5,0,0,1,0,6,3,1,99,-3,False
18747,56,KCA200908090,1FP1*BX,hochl001,7,0,2,1,1,0,4,0,118,-4,False
18748,59,KCA200908090,BX,andeb004,7,1,1,1,0,0,4,1,97,4,True
18749,52,KCA200908210,FSX,hochl001,7,0,0,0,1,3,3,0,95,0,False
18750,56,KCA200908210,C1BCBC,blacn001,7,0,2,0,1,3,3,1,101,0,False
18751,48,KCA200908220,FX,davik002,6,1,0,1,0,2,3,0,91,-1,False
18752,43,KCA200908220,C*BBFX,duenb001,5,0,2,0,1,2,3,1,75,1,True
18753,49,KCA200908230,FBFBFX,bannb001,7,1,2,1,0,1,2,0,101,-1,False
18754,63,KCA200908230,BCFBB>X,pavac001,7,0,3,0,1,2,9,1,102,7,True
18755,52,KCA200908240,X,mechg001,7,0,0,0,1,4,4,0,99,0,False
18756,57,KCA200908240,1,sowej001,7,0,0,0,1,5,4,1,102,-1,True
18757,60,KCA200908250,BFFFX,greiz001,8,0,1,0,1,6,2,0,112,4,True
18758,47,KCA200908250,BBCSS,mastj001,6,0,2,0,1,4,1,1,98,-3,False
18759,57,KCA200908260,C1C1*BBF>X,hochl001,7,0,2,1,0,2,4,0,117,-2,False
18760,54,KCA200908260,BFCFFX,huffd001,6,0,1,0,1,2,4,1,88,2,True
18761,41,KCA200909040,CB.*BBB,tejer001,6,0,4,1,0,1,0,0,83,1,False
18762,57,KCA200909040,S1X,weavj003,7,0,0,1,1,1,0,1,111,-1,True
18763,61,KCA200909050,SBFS,greiz001,8,0,1,0,1,1,1,0,125,0,False
18764,72,KCA200909050,BCF*BFC,lackj001,9,0,2,0,1,1,1,1,103,0,False
18765,35,KCA200909060,CBS>X,hochl001,4,2,1,2,0,1,4,0,67,-3,False
18766,56,KCA200909060,CFF*BF>FFX,saunj001,6,0,1,1,0,2,7,1,95,5,True
18767,43,KCA200909070,CBX,davik002,5,0,1,0,1,2,1,0,93,1,True
18768,58,KCA200909070,CS1B>B.X,sante001,6,1,2,2,0,4,1,1,112,-3,False
18769,41,KCA200909080,.FCX,chenb001,5,2,0,1,0,2,3,0,90,-1,False
18770,60,KCA200909080,.FX,porcr001,7,0,0,1,0,4,5,1,82,1,False
18771,49,KCA200909090,FBFS,tejer001,6,0,1,0,1,1,0,0,99,1,True
18772,52,KCA200909090,X,verlj001,6,0,0,0,1,1,0,1,111,-1,False
18773,45,KCA200909100,FFFS,dinal001,5,0,0,0,1,3,2,0,84,1,False
18774,49,KCA200909100,X,washj001,5,0,0,0,1,3,2,1,108,-1,False
18775,53,KCA200909210,BX,dinal001,5,2,1,1,1,2,6,0,117,-4,False
18776,62,KCA200909210,FX,waket001,5,0,0,0,1,5,8,1,112,3,False
18777,47,KCA200909220,CBC*BX,greiz001,6,0,2,0,1,5,0,0,86,5,True
18778,58,KCA200909220,BBBCF>B,byrdp001,7,0,4,1,0,5,0,1,95,-5,False
18779,49,KCA200909230,CCBBX,hochl001,5,0,2,0,2,2,6,0,89,-4,False
18780,62,KCA200909230,CBX,beckj002,6,0,1,0,1,2,6,1,108,4,True
18781,40,KCA200909240,CFFX,lerea001,5,0,0,2,0,0,4,0,105,-4,False
18782,63,KCA200909240,SBBBX,buchc001,7,0,3,1,0,0,5,1,104,5,True
18783,41,KCA200909250,C*B*BBB,tejer001,5,1,4,1,0,1,4,0,84,-3,False
18784,60,KCA200909250,X,pavac001,6,0,0,0,1,4,6,1,93,2,True
18785,44,KCA200909260,SSX,dinal001,6,0,0,1,0,2,5,0,99,-3,False
18786,58,KCA200909260,X,bakes002,7,0,0,0,1,3,7,1,90,4,True
18787,61,KCA200909270,CFFS,greiz001,7,0,0,0,1,4,1,0,93,3,True
18788,20,KCA200909270,BCF1>B.FBB,lirif001,2,0,4,1,0,3,0,1,47,-3,False
18789,50,MIN200904060,FBX,lirif001,7,0,1,0,1,1,4,0,90,-3,False
18790,59,MIN200904060,BX,hernf002,8,0,1,0,1,1,4,1,95,3,True
18791,40,MIN200904070,X,blacn001,5,0,0,0,2,0,4,0,85,-4,False
18792,48,MIN200904070,CBFB1S,bedae001,5,0,2,0,1,3,4,1,85,1,False
18793,52,MIN200904080,BBCSBFT,slowk001,6,0,3,0,1,6,5,0,96,1,True
18794,49,MIN200904080,CFBFBX,silvc001,5,0,2,0,1,6,5,1,93,-1,False
18795,54,MIN200904090,FFFBS,perkg001,8,0,1,0,1,0,1,0,101,-1,False
18796,59,MIN200904090,X,washj001,8,0,0,0,1,0,1,1,95,1,True
18797,53,MIN200904130,BSBBFB,slowk001,6,0,4,1,0,6,5,0,86,1,False
18798,33,MIN200904130,BX,litsj001,4,1,1,3,0,3,2,1,47,-1,False
18799,61,MIN200904140,C>B.FX,perkg001,8,0,1,0,1,2,2,0,105,0,False
18800,64,MIN200904140,SBBSFBS,romer002,8,0,3,0,1,2,2,1,101,0,False
18801,32,MIN200904150,BBFST,bakes002,4,0,2,0,1,2,6,0,56,-4,False
18802,63,MIN200904150,CBBFBX,richs001,7,0,3,0,1,2,10,1,102,8,True
18803,48,MIN200904160,CB*BX,lirif001,6,0,2,0,1,1,2,0,100,-1,False
18804,68,MIN200904160,FSFBX,hallr001,7,0,1,0,2,1,9,1,96,8,True
18805,57,MIN200904170,1B>C.X,blacn001,7,0,1,0,1,3,3,0,108,0,False
18806,26,MIN200904170,C1X,mosed001,3,0,0,2,1,2,0,1,52,-2,False
18807,69,MIN200904180,>C.FBC,slowk001,7,0,1,0,1,9,2,0,115,7,True
18808,35,MIN200904180,F1SBX,olivd001,4,0,1,0,1,1,2,1,60,1,False
18809,58,MIN200904190,CFFX,perkg001,8,0,0,0,1,3,1,0,80,2,True
18810,54,MIN200904190,FBX,louxs001,7,0,1,0,1,3,1,1,97,-2,False
18811,49,MIN200904270,CBBX,bakes002,6,0,2,0,1,0,4,0,99,-4,False
18812,53,MIN200904270,BSSBBB,niemj001,6,0,4,1,0,1,4,1,92,3,True
18813,56,MIN200904280,C*BX,lirif001,7,0,1,1,0,3,2,0,94,1,False
18814,60,MIN200904280,11BX,shiej002,7,0,1,0,1,3,2,1,98,-1,False
18815,65,MIN200904290,SX,blacn001,7,0,0,1,1,8,2,0,102,6,True
18816,44,MIN200904290,FFBS,kazms001,4,0,1,0,1,8,1,1,89,-7,False
18817,42,MIN200905010,BBFBF>F>X,slowk001,5,0,3,0,1,5,5,0,69,0,True
18818,46,MIN200905010,BCX,ponss001,5,0,1,1,0,7,5,1,73,-2,False
18819,50,MIN200905020,CCB*BBFS,perkg001,6,0,3,0,1,4,5,0,77,-1,False
18820,55,MIN200905020,B>F1>B.CBX,bannb001,6,0,3,1,0,5,5,1,91,0,False
18821,52,MIN200905030,B1BBCX,bakes002,7,0,3,1,0,4,3,0,99,1,False
18822,47,MIN200905030,FBCFS,mechg001,6,0,1,0,1,4,0,1,117,-4,True
18823,62,MIN200905080,SCBS,bakes002,7,0,1,0,1,11,0,0,101,11,True
18824,43,MIN200905080,BBBCFX,jakuc001,5,0,3,1,0,7,0,1,97,-7,False
18825,47,MIN200905090,CBB>C.BFX,lirif001,5,0,3,0,1,6,5,0,79,1,True
18826,41,MIN200905090,CTX,hernf002,4,0,0,0,1,6,3,1,84,-3,False
18827,56,MIN200905100,CX,blacn001,7,0,0,0,1,2,0,0,97,2,False
18828,44,MIN200905100,CBCFB.FX,bedae001,5,1,2,2,0,1,0,1,108,-1,False
18829,49,MIN200905120,X,slowk001,6,0,0,0,1,4,1,0,100,3,True
18830,54,MIN200905120,BCBBB,galaa002,6,0,4,1,0,5,1,1,94,-4,False
18831,53,MIN200905130,BX,perkg001,6,2,1,4,0,4,3,0,89,1,False
18832,48,MIN200905130,BBX,willd003,5,0,2,0,1,4,3,1,85,-1,False
18833,46,MIN200905140,CCBFS,bakes002,6,0,1,0,1,0,5,0,93,-5,False
18834,56,MIN200905140,CBBBB,verlj001,7,0,4,1,0,0,5,1,120,5,False
18835,68,MIN200905220,X,slowk001,8,1,0,1,0,11,2,0,90,9,True
18836,35,MIN200905220,B.X,parrm001,4,2,1,3,0,6,0,1,75,-6,False
18837,54,MIN200905230,CBX,swara001,7,0,1,0,2,5,0,0,95,5,True
18838,51,MIN200905230,BX,loopb001,6,0,1,0,1,5,0,1,88,-5,False
18839,66,MIN200905240,FBBFX,bakes002,9,2,2,4,0,6,1,0,101,5,True
18840,52,MIN200905240,1B.BBCS>X,bushd001,7,0,3,1,0,2,1,1,110,-1,False
18841,35,MIN200905250,X,lirif001,4,0,0,0,1,1,5,0,88,-4,False
18842,56,MIN200905250,BFX,pennb002,6,1,1,1,0,2,5,1,88,3,True
18843,59,MIN200905260,BCX,blacn001,7,0,1,0,2,5,1,0,111,4,True
18844,55,MIN200905260,1BFX,lestj001,6,0,1,0,1,5,1,1,100,-4,False
18845,58,MIN200905270,FCBBB>F>S,slowk001,6,0,3,0,1,3,2,0,96,1,True
18846,53,MIN200905270,X,matsd001,5,0,0,0,1,3,1,1,110,-2,False
18847,48,MIN200905280,CX,swara001,7,0,0,2,0,1,2,0,101,-1,False
18848,57,MIN200905280,X,beckj002,7,0,0,0,1,1,3,1,110,2,True
18849,56,MIN200906020,BBCFBB,slowk001,7,0,4,1,0,4,2,0,97,2,True
18850,44,MIN200906020,BBBCF>F>X,huffd001,5,0,3,0,1,4,0,1,91,-4,False
18851,32,MIN200906030,CFC,swara001,4,0,0,0,1,0,6,0,80,-6,False
18852,72,MIN200906030,BSSBS,lee-c003,8,0,2,0,1,1,8,1,101,7,True
18853,62,MIN200906040,FX,bakes002,7,0,0,0,1,10,3,0,107,7,True
18854,20,MIN200906040,CCBFFBS,carmf001,2,0,2,0,1,7,0,1,47,-7,False
18855,49,MIN200906160,CBX,perkg001,6,0,1,0,1,5,2,0,84,3,True
18856,53,MIN200906160,FF11FX,mahop002,6,1,0,1,0,5,2,1,97,-3,False
18857,57,MIN200906170,CFFBB.X,lirif001,7,0,2,0,1,2,4,0,108,-2,False
18858,51,MIN200906170,BFBFBX,sneli001,6,0,3,0,1,2,4,1,106,2,True
18859,47,MIN200906180,CX,dukez001,6,0,0,0,1,3,0,1,106,-3,False
18860,44,MIN200906190,TX,slowk001,6,0,0,0,1,2,1,0,93,1,True
18861,49,MIN200906200,BFX,bakes002,7,1,1,1,0,3,1,0,98,2,False
18862,46,MIN200906200,CBCBS,moehb001,6,0,2,0,1,3,1,1,95,-2,True
18863,53,MIN200906210,X,perkg001,7,0,0,0,1,1,4,0,91,-3,False
18864,56,MIN200906210,SCFFBFBFX,rodrw002,7,0,2,0,2,1,4,1,105,3,True
18865,23,MIN200907030,BSCBS,slowk001,3,0,2,0,1,0,6,0,46,-6,False
18866,45,MIN200907030,BSTBBT,frenl001,5,0,3,0,1,2,7,1,75,5,False
18867,56,MIN200907040,B1,lirif001,7,0,1,0,1,2,3,0,102,-1,False
18868,58,MIN200907040,BBCCS,jacke001,7,0,2,0,1,2,3,1,120,1,False
18869,36,MIN200907050,S*BBX,porcr001,4,0,2,0,1,6,0,1,90,-6,False
18870,31,MIN200907070,BBBB,bakes002,4,0,4,1,0,1,3,0,82,-2,False
18871,68,MIN200907070,FBFFX,sabac001,7,0,1,0,1,1,10,1,95,9,True
18872,45,MIN200907080,BBCFFX,swara001,5,1,2,1,0,2,3,0,88,-1,False
18873,68,MIN200907080,CX,burna001,7,0,0,0,1,2,4,1,115,2,True
18874,54,MIN200907090,BFBX,lirif001,6,0,2,2,0,4,6,0,106,-2,False
18875,39,MIN200907090,FBB*BH,aceva001,4,0,4,1,0,2,5,1,63,3,False
18876,57,MIN200907100,FFBBBC,blacn001,7,0,3,0,1,4,4,0,93,0,True
18877,53,MIN200907100,CFFFB*BB1X,dankj001,6,0,3,0,1,4,4,1,110,0,False
18878,35,MIN200907110,BFFF*BX,perkg001,5,1,2,1,0,0,4,0,76,-4,False
18879,72,MIN200907110,X,floyg001,8,1,0,0,1,4,8,1,102,4,True
18880,59,MIN200907120,X,bakes002,7,0,0,1,0,8,4,0,96,4,True
18881,35,MIN200907120,CX,buehm001,4,2,0,4,0,6,1,1,63,-5,False
18882,56,MIN200907270,X,perkg001,7,0,0,0,1,4,3,0,101,1,True
18883,60,MIN200907270,X,dankj001,7,0,0,0,1,4,3,1,113,-1,False
18884,37,MIN200907280,BSSFFS,bakes002,6,0,1,0,1,0,1,0,109,-1,False
18885,51,MIN200907280,X,buehm001,7,2,0,1,0,2,1,1,96,-1,False
18886,38,MIN200907290,CBBFFX,duenb001,5,0,2,0,1,2,2,0,58,0,False
18887,52,MIN200907290,PBF>B.B,contj002,6,0,4,1,0,3,2,1,114,-1,False
18888,59,MIN200907310,BBFBCX,blacn001,7,0,3,1,0,5,4,0,100,1,False
18889,54,MIN200907310,BX,sante001,6,0,1,0,1,5,2,1,112,-3,False
18890,32,MIN200908010,FBX,swara001,4,1,1,1,0,4,5,0,59,-1,False
18891,65,MIN200908010,CFBX,saunj001,6,0,1,0,1,4,11,1,102,7,True
18892,41,MIN200908020,BBFX,perkg001,5,0,2,1,0,2,7,0,74,-5,False
18893,63,MIN200908020,C*BSFX,weavj003,7,0,1,0,1,3,9,1,110,6,True
18894,21,MIN200908110,BFBBX,blacn001,2,1,3,1,0,1,5,0,41,-4,False
18895,56,MIN200908110,SFX,davik002,5,0,0,0,1,1,9,1,104,8,True
18896,53,MIN200908120,BSBBX,lirif001,7,0,3,0,1,7,1,0,86,6,True
18897,49,MIN200908120,.C1B1*BX,bannb001,6,0,2,0,2,7,1,1,92,-6,False
18898,59,MIN200908130,1B11>B.CS*BS,pavac001,7,0,3,0,1,4,5,0,108,-1,False
18899,45,MIN200908130,CX,mechg001,5,0,0,0,1,4,5,1,81,1,True
18900,36,MIN200908140,BBFBB,mastj001,4,0,4,1,0,4,0,1,82,-4,False
18901,40,MIN200908150,BC1X,swara001,5,0,1,1,0,0,3,0,79,-3,False
18902,54,MIN200908150,CBFFBS,huffd001,5,0,2,0,1,2,7,1,96,5,True
18903,23,MIN200908160,CFBX,blacn001,3,1,1,1,0,3,5,0,50,-2,False
18904,56,MIN200908160,BBCBFB,laffa001,6,0,4,1,0,3,7,1,102,4,True
18905,51,MIN200908240,BFX,bakes002,7,0,1,0,1,2,1,0,92,1,True
18906,44,MIN200908240,IIII,tillc001,6,0,4,1,0,1,1,1,101,0,False
18907,30,MIN200908250,BBBB,gabia001,3,0,4,1,0,2,3,0,57,-1,False
18908,55,MIN200908250,BBFSBFFX,matub001,5,0,3,0,1,3,5,1,95,2,False
18909,47,MIN200908260,2.BTX,blacn001,6,1,1,2,0,1,3,0,95,-2,False
18910,60,MIN200908260,FBCX,guthj001,7,0,1,0,1,1,4,1,108,3,True
18911,51,MIN200908280,FBCBS,duenb001,7,0,2,0,1,3,1,0,94,2,True
18912,56,MIN200908280,FX,huntt002,7,0,0,0,1,3,1,1,102,-2,False
18913,48,MIN200908290,FS>X,pavac001,6,0,0,0,1,0,2,0,103,-2,False
18914,52,MIN200908290,X,felds001,6,0,0,0,1,0,2,1,89,2,True
18915,55,MIN200908300,F1X,bakes002,7,0,0,0,1,2,3,0,96,-1,False
18916,49,MIN200908300,CBS*BB>F>S,millk004,6,0,3,0,1,2,1,1,108,-1,False
