,EVENT_ID,GAME_ID,PITCH_SEQ_TX,PIT_ID,INN_CT,RBI_CT,PA_BALL_CT,BAT_DEST_ID,EVENT_OUTS_CT,HOME_SCORE_CT,AWAY_SCORE_CT,BAT_HOME_ID,PIT_COUNT,SCORE_DIFF,TEAM_WINS
8580,40,TEX200408140,BFX,halaj001,4,0,1,1,0,4,3,1,56,-1,False
8581,58,TEX200408150,CFX,dresr001,8,0,0,0,1,4,2,0,95,2,True
8582,64,TEX200408150,FSB.BFFFX,sosaj002,8,0,2,0,1,4,2,1,97,-2,False
8583,40,TEX200408160,BCFBX,callm001,5,0,2,1,0,2,2,0,80,0,False
8584,64,TEX200408160,FBBBTB,sabac001,7,1,4,1,0,3,2,1,123,-1,False
8585,60,TEX200408170,BFBBCFFX,erics001,6,0,3,0,1,16,1,0,103,15,True
8586,41,TEX200408170,BFX,lee-c003,4,1,1,1,0,5,1,1,80,-4,False
8587,45,TEX200408180,CCBX,rogek001,6,0,1,0,1,3,2,0,90,1,True
8588,50,TEX200408180,IIII,elars001,6,0,4,1,0,5,2,1,101,-3,False
8589,49,TEX200408230,CX,rogek001,6,2,0,2,0,1,4,0,102,-3,False
8590,67,TEX200408230,BSFS,santj003,8,0,1,0,1,1,6,1,105,5,True
8591,42,TEX200408240,CBCBX,younc003,6,0,2,1,1,0,3,0,93,-3,False
8592,57,TEX200408240,X,silvc001,7,0,0,1,0,0,3,1,80,3,False
8593,39,TEX200408250,IIII,dresr001,4,0,4,1,0,3,7,0,75,-4,False
8594,52,TEX200408250,BFBSS,lohsk001,5,0,2,0,1,5,7,1,81,2,True
8595,54,TEX200408260,X,parkc002,6,0,0,0,1,8,2,0,83,6,True
8596,37,TEX200408260,BCBFX,mulht001,4,2,2,3,0,5,0,1,70,-5,False
8597,49,TEX200408270,X,wasdj001,6,0,0,0,1,3,2,0,91,1,True
8598,53,TEX200408270,BX,bedae001,6,0,1,1,1,3,2,1,117,-1,False
8599,52,TEX200408280,BFSBFBFX,rogek001,7,0,3,2,0,3,3,0,117,0,False
8600,49,TEX200408280,B*B*BSC>X,loper001,6,0,3,0,1,3,3,1,95,0,False
8601,37,TEX200408290,BCBX,younc003,5,2,2,1,0,2,2,0,97,0,False
8602,63,TEX200408290,CCS,ponss001,7,0,0,0,1,5,6,1,102,1,True
8603,66,TEX200409060,1C.SBX,parkc002,7,1,1,1,0,3,5,0,111,-2,False
8604,60,TEX200409060,CBX,grilj001,6,0,1,0,1,3,4,1,112,1,True
8605,66,TEX200409070,BBX,rogek001,7,0,2,0,1,10,3,0,82,7,True
8606,25,TEX200409070,BFBSB>F>B,contj002,2,0,4,1,0,8,1,1,66,-7,False
8607,48,TEX200409080,CB..CFFX,wasdj001,6,2,1,2,0,1,3,0,79,-2,False
8608,40,TEX200409080,BBBX,garcf002,5,0,3,0,1,1,1,1,93,0,True
8609,37,TEX200409090,CX,younc003,5,2,0,4,0,1,4,0,82,-3,False
8610,65,TEX200409100,TBSBBC,dresr001,7,0,3,0,1,10,1,0,80,9,True
8611,38,TEX200409100,BSX,batim001,4,1,1,2,0,6,0,1,88,-6,False
8612,51,TEX200409110,FBBX,rogek001,6,0,2,0,1,3,4,0,94,-1,False
8613,48,TEX200409110,CBCX,glynr001,5,0,1,0,1,3,4,1,91,1,False
8614,38,TEX200409120,1BFBFFB>X,parkc002,5,1,3,2,0,3,5,0,70,-2,False
8615,60,TEX200409120,T>B.CBFX,bushd001,7,0,2,0,1,5,6,1,92,1,False
8616,55,TEX200409210,FBX,dresr001,6,1,1,2,0,9,2,0,102,7,True
8617,47,TEX200409210,BBBCCFFFFFB,muldm001,5,0,4,1,0,7,2,1,83,-5,False
8618,49,TEX200409220,FBF1BX,rogek001,6,0,2,1,0,5,2,0,90,3,True
8619,47,TEX200409220,BCX,zitob001,5,0,1,0,1,5,2,1,114,-3,False
8620,40,TEX200409230,11BBX,parkc002,5,0,2,0,1,2,2,0,76,0,False
8621,64,TEX200409230,SBFFX,hudst001,7,0,1,0,1,2,3,1,118,1,False
8622,44,TEX200409240,LX,benoj001,5,0,0,0,1,6,5,0,89,1,False
8623,41,TEX200409240,BSFFX,madrb001,4,1,1,1,0,5,5,1,61,0,False
8624,43,TEX200409250,X,younc003,5,0,0,1,0,2,4,0,88,-2,False
8625,58,TEX200409250,X,franr001,6,0,0,0,1,3,4,1,105,1,False
8626,37,TEX200409260,X,dresr001,5,1,0,1,0,0,5,0,74,-5,False
8627,67,TEX200409260,BSBFC,baekc001,8,0,2,0,1,0,7,1,109,7,True
8628,55,TEX200409270,BB1BCCB,rogek001,8,0,4,1,0,3,4,0,90,-1,False
8629,70,TEX200409270,CSBX,colob001,9,0,1,1,0,3,5,1,99,2,True
8630,38,TEX200409280,BBBB,parkc002,5,0,4,1,0,0,4,0,90,-4,False
8631,55,TEX200409280,X,escok001,6,0,0,0,1,2,8,1,83,6,True
8632,44,TEX200409290,FBX,loe-k001,5,0,1,1,0,4,3,0,65,1,False
8633,49,TEX200409290,BCB*BCX,washj001,5,0,3,2,0,4,5,1,70,1,False
8634,51,TEX200409300,X,younc003,6,0,0,0,1,5,3,0,96,2,True
8635,43,TEX200409300,FX,lackj001,5,2,0,1,0,2,1,1,103,-1,False
8636,56,TOR200404050,CX,hallr001,7,3,0,4,0,0,4,0,109,-4,False
8637,51,TOR200404050,X,johnj007,6,0,0,0,1,0,4,1,89,4,True
8638,46,TOR200404060,CBX,batim001,6,0,1,2,0,3,4,0,91,-1,False
8639,45,TOR200404060,BX,marom001,5,0,1,0,1,3,4,1,68,1,True
8640,45,TOR200404070,BBFFX,hentp001,6,0,2,1,0,3,6,0,74,-3,False
8641,48,TOR200404070,BCBFBFX,bondj001,6,0,3,1,0,3,6,1,73,3,True
8642,37,TOR200404160,CBBBX,batim001,5,1,3,4,0,1,6,0,88,-5,False
8643,64,TOR200404160,BCFX,rilem001,7,0,1,1,1,1,8,1,101,7,True
8644,40,TOR200404170,CB*BBS>B,towej001,5,0,4,1,0,2,3,0,80,-1,False
8645,58,TOR200404170,CBCS,ainsk001,7,0,1,0,1,3,3,1,91,0,False
8646,55,TOR200404180,X,hentp001,7,0,0,0,1,0,3,0,107,-3,False
8647,59,TOR200404180,CFS,duboe001,7,0,0,0,1,0,3,1,85,3,True
8648,46,TOR200404200,BFBBX,hallr001,6,0,3,0,1,0,3,0,107,-3,False
8649,64,TOR200404200,.CX,martp001,7,0,0,0,1,2,4,1,102,2,True
8650,49,TOR200404210,CBBSB>B,lillt001,6,0,4,1,0,2,3,0,108,-1,False
8651,59,TOR200404210,CSBFBBX,waket001,7,0,3,0,1,2,3,1,106,1,True
8652,49,TOR200404220,BB+3BCB,batim001,6,0,4,1,0,1,3,0,103,-2,False
8653,78,TOR200404220,FBX,schic002,8,4,1,4,0,3,3,1,124,0,False
8654,39,TOR200405030,BCX,millj002,6,0,1,0,1,0,1,0,96,-1,False
8655,69,TOR200405030,X,gobbj001,9,1,0,1,0,0,2,1,108,2,False
8656,41,TOR200405040,CBBX,hentp001,5,0,2,0,1,5,4,0,63,1,True
8657,58,TOR200405040,BCFBS,may-d002,7,0,2,0,1,5,4,1,99,-1,False
8658,63,TOR200405050,CBX,hallr001,7,0,1,0,1,10,3,0,98,7,True
8659,44,TOR200405050,X,andeb002,5,2,0,4,0,8,0,1,62,-8,False
8660,40,TOR200405070,BFFBC,lillt001,5,0,2,0,1,0,3,0,86,-3,False
8661,55,TOR200405070,CSBBX,garlj001,6,0,2,0,1,4,3,1,95,-1,False
8662,50,TOR200405080,CX,batim001,7,0,0,0,1,2,2,0,83,0,False
8663,55,TOR200405080,BFBSS,schos001,7,0,2,0,1,2,2,1,108,0,False
8664,58,TOR200405090,CBCFS,millj002,7,0,1,0,1,5,2,0,108,3,True
8665,61,TOR200405130,B*BX,batim001,7,1,2,1,0,8,2,0,104,6,True
8666,43,TOR200405130,FBSS,schic002,5,0,1,0,1,3,1,1,100,-2,False
8667,49,TOR200405140,CCBBX,millj002,6,0,2,0,1,0,3,0,111,-3,False
8668,58,TOR200405140,1B*BH,lowed001,6,0,3,1,0,3,3,1,100,0,False
8669,40,TOR200405150,*BCF*BFB>X,hentp001,5,0,3,0,1,0,4,0,101,-4,False
8670,64,TOR200405150,BCBBCX,arrob001,8,0,3,0,1,0,4,1,94,4,True
8671,54,TOR200405160,CX,hallr001,7,0,0,0,1,3,1,0,122,2,True
8672,57,TOR200405160,CX,martp001,7,0,0,0,1,3,1,1,109,-2,False
8673,47,TOR200405170,CBX,lillt001,6,0,1,0,1,2,5,0,101,-3,False
8674,56,TOR200405170,CBFX,radkb001,7,1,1,2,0,2,5,1,100,3,False
8675,48,TOR200405180,BX,batim001,6,0,1,0,2,2,2,0,106,0,True
8676,53,TOR200405180,CC*BH,santj003,6,1,2,1,0,2,2,1,104,0,False
8677,45,TOR200405190,BCB+2N,millj002,6,0,2,0,1,2,2,0,100,0,False
8678,58,TOR200405190,IIII,lohsk001,7,0,4,1,0,3,2,1,96,-1,False
8679,57,TOR200405240,H,millj002,6,0,1,1,0,4,5,0,102,-1,False
8680,61,TOR200405240,FBH,lackj001,6,0,2,1,0,4,5,1,94,1,False
8681,35,TOR200405260,CBBX,hentp001,5,0,2,0,1,1,2,0,84,-1,False
8682,61,TOR200405260,BBBCB,colob001,7,0,4,1,0,4,5,1,112,1,False
8683,68,TOR200405270,X,hallr001,9,1,0,1,0,3,1,0,111,2,True
8684,59,TOR200405270,CCFBX,washj001,8,0,1,1,0,3,0,1,111,-3,False
8685,52,TOR200405280,SX,lillt001,6,0,0,0,1,5,1,0,107,4,True
8686,56,TOR200405280,B1BX,dickr001,6,0,2,0,1,5,1,1,97,-4,False
8687,75,TOR200405290,BX,batim001,8,0,1,0,1,5,2,0,131,3,True
8688,54,TOR200405290,CMX,domij001,6,0,0,1,0,2,0,1,105,-2,False
8689,47,TOR200405300,BX,millj002,6,0,1,1,0,0,3,0,92,-3,False
8690,53,TOR200405300,1FSX,rogek001,6,0,0,1,0,0,3,1,112,3,True
8691,63,TOR200406080,BX,lillt001,8,1,1,4,0,5,0,0,110,5,True
8692,46,TOR200406080,X,nomoh001,5,0,0,0,1,5,0,1,99,-5,False
8693,54,TOR200406090,FBCX,limaj001,7,0,1,0,1,4,0,1,85,-4,False
8694,28,TOR200406100,CH,towej001,3,0,1,1,0,0,6,0,66,-6,False
8695,71,TOR200406100,BCCFX,ishik001,8,0,1,0,1,1,6,1,98,5,True
8696,53,TOR200406110,X,hentp001,7,0,0,0,1,2,0,0,102,2,False
8697,63,TOR200406110,B1X,spars001,8,0,1,1,0,2,0,1,119,-2,False
8698,51,TOR200406120,SX,hallr001,6,0,0,1,0,9,0,0,80,9,True
8699,35,TOR200406120,BFCBH,gooda001,4,0,3,1,0,6,0,1,68,-6,False
8700,54,TOR200406130,CSX,lillt001,7,0,0,0,1,2,4,0,111,-2,False
8701,57,TOR200406130,BFX,johnr005,7,0,1,1,0,2,4,1,111,2,True
8702,47,TOR200406220,11BX,hentp001,6,0,1,2,0,0,2,0,81,-2,False
8703,11,TOR200406220,BBBB,gaudc001,1,0,4,1,0,0,0,1,25,0,False
8704,50,TOR200406230,BBCBFFX,hallr001,7,0,3,0,1,0,1,0,102,-1,False
8705,63,TOR200406230,C*BBSX,zambv001,8,0,2,1,1,1,1,1,127,0,False
8706,39,TOR200406240,BFX,lillt001,4,1,1,1,0,4,4,0,67,0,False
8707,58,TOR200406240,X,halaj001,5,0,0,0,1,5,8,1,93,3,True
8708,61,TOR200406250,BCBBB,towej001,8,0,4,1,0,3,0,0,95,3,True
8709,59,TOR200406250,IIII,day-z001,7,0,4,1,0,3,0,1,115,-3,False
8710,64,TOR200406260,BX,batim001,7,0,1,0,1,9,3,0,112,6,True
8711,32,TOR200406260,X,downs001,3,2,0,2,0,4,1,1,75,-3,False
8712,17,TOR200406270,BBBCB,hentp001,2,0,4,1,0,0,5,0,35,-5,False
8713,72,TOR200406270,BBCX,hernl003,7,0,2,1,1,4,9,1,137,5,True
8714,57,TOR200407060,11BX,batim001,6,0,1,0,1,7,4,0,107,3,True
8715,53,TOR200407060,CBFFX,moyej001,5,0,1,0,1,7,4,1,97,-3,False
8716,60,TOR200407070,CX,towej001,7,0,0,1,0,8,3,0,88,5,True
8717,53,TOR200407070,BX,blact001,6,0,1,1,0,4,3,1,104,-1,False
8718,59,TOR200407080,X,bushd001,6,0,0,0,1,6,4,0,100,2,False
8719,55,TOR200407080,CCBBFX,franr001,5,0,2,0,1,6,4,1,97,-2,False
8720,52,TOR200407090,BC>P.X,hallr001,6,0,2,0,1,3,5,0,98,-2,False
8721,65,TOR200407090,CCBX,colob001,7,0,1,0,1,4,5,1,86,1,True
8722,59,TOR200407100,BBCBB,lillt001,7,0,4,1,0,2,4,0,112,-2,False
8723,53,TOR200407100,>FBF>B.BFFFS,escok001,6,0,3,0,1,2,4,1,107,2,True
8724,48,TOR200407110,BCBX,batim001,6,0,2,0,2,2,5,0,91,-3,False
8725,52,TOR200407110,1BCFFX,lackj001,6,0,1,1,0,2,5,1,102,3,True
8726,52,TOR200407230,CX,batim001,6,0,0,0,1,7,3,0,98,4,True
8727,62,TOR200407230,FX,hendm001,7,0,0,0,1,7,3,1,112,-4,False
8728,53,TOR200407240,CFX,towej001,7,0,0,0,1,4,2,0,72,2,True
8729,50,TOR200407240,BFX,bellr003,6,0,1,0,1,4,2,1,90,-2,False
8730,63,TOR200407250,BFBFBX,bushd001,8,0,3,1,0,5,3,0,87,2,True
8731,43,TOR200407250,BFCBFFX,zambv001,5,0,2,0,1,5,0,1,95,-5,False
8732,40,TOR200407260,CBBCS,dougs001,5,0,2,0,1,1,4,0,101,-3,False
8733,59,TOR200407260,BBBB,vazqj001,7,0,4,1,0,3,4,1,95,1,False
8734,47,TOR200407270,SBSFBX,lillt001,6,0,2,0,1,1,1,0,111,0,False
8735,21,TOR200407270,CSBBB>X,herno001,2,0,3,0,1,0,0,1,46,0,False
8736,53,TOR200407280,CX,batim001,7,0,0,0,1,0,2,0,100,-2,False
8737,64,TOR200407280,BFBBB,liebj001,8,0,4,1,0,1,2,1,110,1,False
8738,54,TOR200408020,BCBCFS,lillt001,7,0,2,0,1,6,1,0,87,5,True
8739,43,TOR200408020,BBCBX,lee-c003,5,1,3,2,0,5,1,1,95,-4,False
8740,56,TOR200408030,FBBX,batim001,7,0,2,0,1,3,5,0,113,-2,False
8741,52,TOR200408030,FBFBBFB,elars001,6,0,4,1,0,3,5,1,103,2,False
8742,42,TOR200408040,IIII,towej001,5,0,4,1,0,0,5,0,73,-5,False
8743,63,TOR200408040,FBCS,westj001,6,0,1,0,1,5,9,1,99,4,True
8744,51,TOR200408050,*BB+2X,bushd001,6,0,2,0,1,3,3,0,96,0,False
8745,45,TOR200408050,CL>B.C,durbc001,5,0,1,0,1,3,2,1,102,-1,False
8746,51,TOR200408130,*BSBX,batim001,7,1,2,1,0,0,1,0,120,-1,False
8747,55,TOR200408130,CX,ponss001,7,0,0,2,0,0,2,1,80,2,True
8748,60,TOR200408140,BBX,towej001,7,1,2,2,0,5,1,0,97,4,True
8749,42,TOR200408140,BBCX,borkd001,5,0,2,2,0,3,1,1,89,-2,False
8750,47,TOR200408150,BBX,bushd001,5,0,2,0,1,7,2,0,86,5,False
8751,39,TOR200408150,BBBCF*B,cabrd001,4,0,4,1,0,6,1,1,81,-5,False
8752,54,TOR200408230,BCBSC,martp001,7,0,2,0,1,3,0,1,112,-3,False
8753,54,TOR200408240,BFBX,batim001,6,3,2,4,0,3,2,0,101,1,False
8754,62,TOR200408240,FH,waket001,6,0,1,1,0,3,5,1,107,2,True
8755,30,TOR200408250,FFBFBB>F>F>X,towej001,4,0,3,2,0,1,5,0,44,-4,False
8756,63,TOR200408250,..CBBCFFS,schic002,7,0,2,0,1,1,10,1,94,9,True
8757,49,TOR200408260,CF*BFBX,bushd001,6,1,2,1,0,4,3,0,97,1,False
8758,68,TOR200408260,.BBX,liebj001,8,0,2,0,1,4,4,1,91,0,False
8759,44,TOR200408270,CX,millj002,5,1,0,0,1,3,4,0,86,-1,False
8760,50,TOR200408270,X,loaie001,5,1,0,1,0,3,6,1,82,3,False
8761,51,TOR200408280,SBBX,lillt001,6,3,2,4,0,4,4,0,99,0,False
8762,66,TOR200408280,SBCBX,browk001,7,0,2,0,1,4,8,1,117,4,True
8763,49,TOR200408290,FFBBX,batim001,7,0,2,0,1,1,2,0,94,-1,True
8764,55,TOR200408290,X,mussm001,7,1,0,1,0,2,2,1,113,0,False
8765,41,TOR200408310,B111SX,towej001,5,0,1,0,1,4,3,0,75,1,False
8766,64,TOR200408310,CX,moyej001,7,1,0,2,0,4,5,1,99,1,False
8767,57,TOR200409010,CX,bushd001,7,0,0,0,1,2,2,0,109,0,True
8768,47,TOR200409010,1BBFBC>X,mechg001,6,1,3,3,0,0,2,1,99,2,False
8769,39,TOR200409020,>B.S*BB*B,millj002,4,0,4,1,0,8,5,0,80,3,False
8770,31,TOR200409020,CBCBFX,baekc001,3,1,2,1,0,7,3,1,77,-4,False
8771,54,TOR200409030,BCBBCC,lillt001,6,0,3,0,1,4,5,0,100,-1,False
8772,63,TOR200409030,1B1X,hudst001,7,0,1,0,2,4,5,1,100,1,True
8773,57,TOR200409040,X,batim001,7,0,0,0,1,5,2,0,103,3,False
8774,54,TOR200409040,FBX,muldm001,6,0,1,0,2,5,2,1,86,-3,False
8775,46,TOR200409050,X,glynr001,5,0,0,0,1,4,2,0,100,2,True
8776,50,TOR200409050,CBFX,hardr001,5,1,1,1,0,4,2,1,97,-2,False
8777,10,TOR200409130,SFBBFFB>F>X,millj002,1,0,3,0,1,0,5,0,35,-5,False
8778,59,TOR200409150,C1CBX,lillt001,8,0,1,0,1,1,0,0,109,1,True
8779,53,TOR200409150,B1BSX,rilem001,7,0,2,0,1,1,0,1,109,-1,False
8780,28,TOR200409160,B.BCX,batim001,3,2,2,2,0,1,4,0,74,-3,False
8781,65,TOR200409160,BBCFX,loper001,7,0,2,1,0,3,7,1,113,4,True
8782,41,TOR200409170,BFFX,towej001,5,0,1,1,0,2,4,0,67,-2,False
8783,65,TOR200409170,CX,waecd001,7,2,0,4,0,2,9,1,89,7,True
8784,52,TOR200409180,BCC>X,bushd001,6,0,1,0,1,4,2,0,92,2,True
8785,44,TOR200409180,BBBB,ritct001,5,0,4,1,0,2,2,1,83,0,False
8786,43,TOR200409190,1SSBB>B.B,millj002,4,0,4,1,0,8,5,0,78,3,False
8787,31,TOR200409190,BBBB,kazms001,3,0,4,1,0,5,5,1,67,0,False
8788,31,TOR200410010,BFFBS,herno001,3,0,2,0,1,5,0,1,67,-5,False
8789,63,TOR200410020,BCSFBC,hallr001,8,0,2,0,1,4,1,0,80,3,True
8790,37,TOR200410020,BX,browk001,5,0,1,0,1,1,0,1,72,-1,False
8791,67,TOR200410030,FFBX,towej001,8,0,1,0,1,2,3,0,125,-1,False
8792,44,TOR200410030,F1X,halsb001,5,0,0,1,1,1,2,1,88,1,False
8793,43,BOS200410230,BBBCB,waket001,4,0,4,1,0,7,5,0,87,2,False
8794,32,BOS200410230,FX,willw001,3,1,0,1,0,4,2,1,68,-2,False
8795,49,BOS200410240,X,schic002,6,0,0,1,1,4,1,0,94,3,True
8796,41,BOS200410240,BBX,morrm001,5,0,2,0,1,4,1,1,86,-3,False
8797,67,CHA200510110,X,contj002,9,0,0,1,0,2,3,0,104,-1,False
8798,52,CHA200510110,H,byrdp001,7,0,1,1,0,2,3,1,73,1,True
8799,40,CHA200510120,BCFF*BFH,washj001,5,0,3,1,0,1,1,1,70,0,False
8800,36,ANA200510140,X,lackj001,5,0,0,0,1,0,5,0,82,-5,False
8801,37,ANA200510150,1B11X,sante001,5,0,1,0,1,2,5,0,88,-3,False
8802,40,ANA200510160,X,byrdp001,5,1,0,2,0,1,1,0,73,0,False
8803,67,CHA200510040,FSX,contj002,8,0,0,0,1,12,2,0,100,10,True
8804,40,CHA200510040,CFX,clemm001,4,2,0,4,0,6,2,1,67,-4,False
8805,54,CHA200510050,CBX,buehm001,7,0,1,0,1,5,4,0,92,1,True
8806,56,CHA200510050,FFBX,welld001,7,0,1,0,1,5,4,1,89,-1,False
8807,45,BOS200510070,X,waket001,6,0,0,0,1,2,4,0,74,-2,False
8808,52,BOS200510070,CX,garcf002,6,1,0,4,0,2,4,1,96,2,True
8809,53,ANA200510040,CX,colob001,7,0,0,0,2,0,4,0,102,-4,False
8810,49,ANA200510040,CSX,mussm001,6,0,0,1,0,0,4,1,95,4,True
8811,49,ANA200510050,CSB*B*BB,lackj001,6,0,4,1,0,1,2,0,95,-1,False
8812,64,ANA200510050,X,wangc001,7,2,0,1,0,2,2,1,86,0,False
8813,31,NYA200510070,BFF*BFFX,johnr005,4,0,2,1,0,0,5,0,55,-5,False
8814,40,NYA200510070,SFBB*B>B,byrdp001,4,0,4,1,0,3,5,1,71,2,False
8815,49,NYA200510090,X,chacs001,7,0,0,1,0,1,2,0,88,-1,False
8816,46,NYA200510090,X,lackj001,6,1,0,1,0,0,2,1,81,2,False
8817,5,ANA200510100,BSFBS,colob001,1,0,2,0,1,0,0,0,12,0,False
8818,33,ANA200510100,CX,mussm001,3,0,0,0,1,5,2,1,55,-3,False
8819,50,ANA200504050,CSBX,colob001,7,0,1,1,0,2,1,0,104,1,True
8820,58,ANA200504050,X,dresr001,7,0,0,0,1,3,1,1,86,-2,False
8821,43,ANA200504060,1B1*BCF111FX,washj001,6,0,2,0,2,1,0,0,86,1,False
8822,47,ANA200504060,1B1B1SB>X,rogek001,6,0,3,0,1,1,0,1,66,-1,False
8823,44,ANA200504070,BCF*BF*BB,lackj001,5,0,4,1,0,3,3,0,96,0,False
8824,35,ANA200504070,X,younc003,4,0,0,0,1,3,0,1,93,-3,False
8825,56,ANA200504080,FFBX,byrdp001,7,0,1,0,1,1,6,0,101,-5,False
8826,66,ANA200504080,X,bautd002,8,0,0,0,1,1,6,1,103,5,True
8827,46,ANA200504090,CBSX,gregk001,5,0,1,0,1,7,3,0,88,4,True
8828,40,ANA200504090,BBSB>X,limaj001,4,1,3,2,0,6,1,1,79,-5,False
8829,48,ANA200504100,CCBBC,colob001,6,0,2,0,1,2,6,0,109,-4,False
8830,58,ANA200504100,1X,andeb002,7,1,0,3,0,2,6,1,81,4,True
8831,71,ANA200504180,BBX,byrdp001,8,0,2,0,2,6,1,0,101,5,True
8832,38,ANA200504180,X,selea001,4,0,0,0,1,6,0,1,71,-6,False
8833,27,ANA200504190,CBBBB,gregk001,3,0,4,1,0,1,5,0,73,-4,False
8834,61,ANA200504190,CBS*B.B>S,moyej001,6,0,3,0,1,3,5,1,90,2,True
8835,55,ANA200504200,C1BFBFB>F>X,colob001,8,0,3,0,1,1,0,0,107,1,True
8836,47,ANA200504210,CCBS,washj001,5,0,1,0,1,3,5,0,95,-2,False
8837,57,ANA200504210,BFFX,millk004,6,0,1,1,0,3,5,1,87,2,False
8838,41,ANA200504220,BCF*BF*B>S,lackj001,5,0,3,0,1,2,2,0,99,0,False
8839,51,ANA200504220,BCFBX,saark001,6,1,2,0,1,2,2,1,80,0,False
8840,41,ANA200504230,BBCX,byrdp001,5,1,2,1,0,3,4,0,74,-1,False
8841,51,ANA200504230,C*BX,hared001,5,0,1,1,0,6,5,1,100,-1,False
8842,43,ANA200504240,CBCBS,escok001,6,0,2,0,1,0,0,0,80,0,False
8843,62,ANA200505060,BBBCX,escok001,8,1,3,2,0,4,1,0,98,3,True
8844,50,ANA200505060,FX,ledew001,6,1,0,2,0,3,1,1,118,-2,False
8845,60,ANA200505070,BBSSFB>S,bondj001,8,0,3,0,1,1,2,1,103,1,True
8846,22,ANA200505080,FFBX,washj001,3,0,1,2,0,0,5,0,55,-5,False
8847,67,ANA200505080,CX,marom001,8,0,0,0,1,1,10,1,96,9,True
8848,52,ANA200505090,X,lackj001,7,0,0,0,1,0,3,0,108,-3,False
8849,61,ANA200505090,BBFFX,millk004,8,0,2,0,1,0,3,1,97,3,True
8850,49,ANA200505100,BSX,byrdp001,6,0,1,0,1,4,3,0,95,1,True
8851,59,ANA200505100,BFBFX,sabac001,7,0,2,1,0,4,3,1,114,-1,False
8852,44,ANA200505110,SBSFFX,escok001,5,0,1,0,1,3,4,0,93,-1,False
8853,57,ANA200505110,FFS,lee-c003,6,0,0,0,1,3,6,1,94,3,True
8854,57,ANA200505230,F1FFBX,garlj001,7,0,1,0,1,3,0,1,101,-3,False
8855,46,ANA200505240,BX,colob001,7,0,1,0,1,1,1,0,112,0,False
8856,65,ANA200505240,X,buehm001,9,0,0,0,1,1,1,1,122,0,False
8857,50,ANA200505250,FB>FBX,washj001,7,0,2,0,1,1,4,0,100,-3,False
8858,64,ANA200505250,CB.BSS,garcf002,8,0,2,0,1,2,4,1,105,2,True
8859,54,ANA200505260,1C11BC1>P,lackj001,7,0,2,0,1,1,2,0,116,-1,True
8860,59,ANA200505260,CCS,contj002,7,0,0,0,1,3,2,1,95,-1,False
8861,54,ANA200505270,SFB.S,byrdp001,7,0,1,0,1,1,4,0,99,-3,False
8862,47,ANA200505270,BBCFBX,carrd001,6,0,3,0,1,1,2,1,76,1,False
8863,49,ANA200505280,SFS,escok001,5,0,0,0,1,9,1,0,81,8,True
8864,39,ANA200505280,CF*BX,jensr001,4,2,1,1,0,4,1,1,58,-3,False
8865,67,ANA200505290,.CBBSBFS,colob001,8,0,3,0,1,7,2,0,92,5,True
8866,47,ANA200505290,SSBBFX,hernr003,5,0,2,0,1,7,2,1,100,-5,False
8867,50,ANA200506130,BBFFX,byrdp001,6,0,2,0,1,7,1,0,78,6,True
8868,33,ANA200506130,1CBSBFX,loaie001,4,0,2,1,0,3,0,1,59,-3,False
8869,59,ANA200506140,BCX,sante001,7,0,1,1,1,3,1,0,99,2,False
8870,56,ANA200506140,BX,hernl003,6,1,1,2,0,2,1,1,121,-1,False
8871,59,ANA200506150,BX,dresr001,8,0,1,0,2,0,1,1,101,1,True
8872,50,ANA200506170,CFX,washj001,6,0,0,0,1,1,2,0,107,-1,False
8873,74,ANA200506170,FX,moehb001,9,0,0,1,0,1,2,1,94,1,False
8874,58,ANA200506180,BBCBB,lackj001,7,0,4,1,0,0,1,0,123,-1,False
8875,64,ANA200506180,BF11>X,willd003,7,0,1,0,1,0,1,1,104,1,False
8876,31,ANA200506190,BFFFX,sante001,3,0,1,1,0,0,7,0,62,-7,False
8877,64,ANA200506190,CBFBC,leita001,6,0,2,0,1,2,7,1,116,5,True
8878,46,ANA200506200,SSBS,younc003,5,0,1,0,1,5,1,1,80,-4,False
8879,56,ANA200506210,FX,colob001,6,0,0,0,1,8,3,0,107,5,True
8880,22,ANA200506210,X,parkc002,2,0,0,1,0,5,0,1,43,-5,False
8881,59,ANA200506220,BFBFBFFFX,washj001,7,0,3,0,1,6,0,0,86,6,True
8882,39,ANA200506220,BX,rogek001,4,1,1,1,0,5,0,1,78,-5,False
8883,49,ANA200506240,FSS,lackj001,7,0,0,0,1,3,0,0,100,3,True
8884,54,ANA200506240,BX,weavj002,7,0,1,0,1,4,0,1,104,-4,False
8885,53,ANA200506250,BFBX,sante001,7,0,2,2,0,3,1,0,107,2,True
8886,57,ANA200506250,FBX,pennb002,7,0,1,0,1,3,1,1,121,-2,False
8887,55,ANA200506260,SBX,byrdp001,7,0,1,0,1,3,3,0,104,0,False
8888,58,ANA200506260,BFLBFT,lowed001,7,0,2,0,1,3,3,1,119,0,False
8889,48,ANA200507040,X,lackj001,6,2,0,2,0,3,3,0,104,0,False
8890,59,ANA200507040,BX,silvc001,7,0,1,0,1,4,5,1,94,1,True
8891,39,ANA200507050,CTFX,sante001,5,0,0,0,1,1,1,0,96,0,True
