45,SEA200110170,105
61,SEA200110170,96
60,SEA200110180,108
50,SEA200110180,99
44,NYA200110200,129
69,NYA200110200,98
39,NYA200110210,88
45,NYA200110210,100
61,NYA200110220,83
34,NYA200110220,69
47,SEA200110090,105
68,SEA200110090,121
49,SEA200110110,85
37,SEA200110110,61
66,CLE200110130,114
22,CLE200110130,30
52,CLE200110140,99
55,CLE200110140,80
46,SEA200110150,83
41,SEA200110150,89
39,NYA200110100,79
63,NYA200110100,107
49,NYA200110110,113
65,NYA200110110,111
54,OAK200110130,106
51,OAK200110130,94
36,OAK200110140,66
62,OAK200110140,115
45,NYA200110150,87
50,NYA200110150,82
41,ANA200104100,83
59,ANA200104100,91
68,ANA200104110,108
41,ANA200104110,86
10,ANA200104120,25
41,ANA200104120,77
60,ANA200104130,115
44,ANA200104130,73
43,ANA200104140,96
61,ANA200104140,124
47,ANA200104150,97
51,ANA200104150,75
54,ANA200104160,114
60,ANA200104160,89
55,ANA200104170,108
68,ANA200104170,101
58,ANA200104180,99
52,ANA200104180,92
47,ANA200105010,88
60,ANA200105010,100
62,ANA200105020,103
30,ANA200105020,53
54,ANA200105030,87
51,ANA200105030,103
65,ANA200105040,90
29,ANA200105040,51
55,ANA200105050,90
72,ANA200105050,119
49,ANA200105060,112
69,ANA200105060,106
51,ANA200105150,93
64,ANA200105150,111
55,ANA200105160,116
54,ANA200105160,105
52,ANA200105170,108
57,ANA200105170,88
42,ANA200105180,87
65,ANA200105180,103
65,ANA200105190,103
48,ANA200105190,99
61,ANA200105200,97
45,ANA200105200,87
47,ANA200105290,96
64,ANA200105290,95
46,ANA200105300,93
58,ANA200105310,105
51,ANA200105310,92
59,ANA200106010,112
61,ANA200106020,95
67,ANA200106020,137
65,ANA200106030,112
29,ANA200106030,58
56,ANA200106050,100
43,ANA200106050,90
56,ANA200106060,99
55,ANA200106060,105
64,ANA200106070,86
49,ANA200106070,84
49,ANA200106150,88
78,ANA200106150,109
63,ANA200106160,87
43,ANA200106160,91
49,ANA200106170,100
45,ANA200106170,107
73,ANA200106250,110
40,ANA200106250,82
43,ANA200106260,92
69,ANA200106260,120
65,ANA200106270,122
69,ANA200106270,112
52,ANA200106280,101
66,ANA200106280,95
33,ANA200106290,62
53,ANA200106290,82
60,ANA200106300,93
56,ANA200106300,94
48,ANA200107010,101
63,ANA200107120,122
53,ANA200107130,92
73,ANA200107130,115
45,ANA200107140,94
66,ANA200107140,110
51,ANA200107150,93
43,ANA200107160,91
47,ANA200107160,63
49,ANA200107170,93
66,ANA200107170,115
67,ANA200107240,107
45,ANA200107240,89
44,ANA200107250,97
41,ANA200107250,64
47,ANA200107260,73
15,ANA200107260,28
65,ANA200107270,103
61,ANA200107270,104
52,ANA200107280,105
58,ANA200107280,98
60,ANA200107290,118
55,ANA200107290,94
59,ANA200108070,101
35,ANA200108070,76
28,ANA200108080,65
58,ANA200108090,95
53,ANA200108090,103
69,ANA200108100,109
31,ANA200108100,61
19,ANA200108110,48
64,ANA200108110,95
55,ANA200108120,95
51,ANA200108120,81
38,ANA200108200,67
60,ANA200108200,84
29,ANA200108210,59
64,ANA200108210,102
58,ANA200108220,103
61,ANA200108220,102
49,ANA200108230,94
54,ANA200108230,85
49,ANA200108240,97
63,ANA200108240,115
42,ANA200108250,82
70,ANA200108250,123
55,ANA200108260,109
52,ANA200108260,108
47,ANA200109040,104
53,ANA200109050,99
51,ANA200109050,90
61,ANA200109060,97
45,ANA200109060,70
61,ANA200109070,89
19,ANA200109070,47
41,ANA200109080,74
70,ANA200109080,105
53,ANA200109090,100
57,ANA200109090,122
57,ANA200109100,119
72,ANA200109100,121
45,ANA200109280,86
74,ANA200109280,114
71,ANA200109290,103
60,ANA200109290,94
54,ANA200109300,76
69,ANA200109300,107
38,ANA200110020,65
53,ANA200110020,112
53,ANA200110030,95
58,ANA200110030,90
48,ANA200110040,116
57,ANA200110040,93
51,ANA200110050,102
57,ANA200110050,88
60,ANA200110060,111
26,ANA200110060,38
39,ANA200110070,67
44,ANA200110070,83
62,BAL200104020,104
51,BAL200104020,95
54,BAL200104040,101
64,BAL200104050,111
46,BAL200104050,81
32,BAL200104140,65
41,BAL200104140,83
56,BAL200104150,99
44,BAL200104150,95
47,BAL200104160,93
49,BAL200104160,103
41,BAL200104170,106
57,BAL200104170,107
46,BAL200104180,110
65,BAL200104180,117
45,BAL200104190,78
65,BAL200104190,92
50,BAL200104300,89
59,BAL200104300,111
44,BAL200105010,99
57,BAL200105010,99
50,BAL200105020,86
41,BAL200105020,61
42,BAL200105030,87
48,BAL200105030,98
55,BAL200105040,108
60,BAL200105040,114
60,BAL200105050,102
64,BAL200105050,121
52,BAL200105060,106
56,BAL200105060,105
45,BAL200105150,89
48,BAL200105150,85
54,BAL200105160,95
51,BAL200105170,92
54,BAL200105170,100
66,BAL200105180,102
33,BAL200105180,76
38,BAL200105190,93
50,BAL200105190,77
50,BAL200105200,109
40,BAL200105200,89
55,BAL200105230,112
58,BAL200105230,99
62,BAL200105240,112
59,BAL200105240,97
54,BAL200105250,121
44,BAL200105250,80
57,BAL200105270,102
60,BAL200105270,110
50,BAL200105280,91
52,BAL200105280,85
42,BAL200106080,91
52,BAL200106090,95
56,BAL200106090,91
68,BAL200106100,110
26,BAL200106120,60
61,BAL200106120,101
61,BAL200106130,99
38,BAL200106130,88
50,BAL200106140,90
56,BAL200106140,100
61,BAL200106180,114
56,BAL200106180,116
52,BAL200106190,87
39,BAL200106190,51
54,BAL200106200,96
36,BAL200106200,57
41,BAL200106210,87
69,BAL200106210,108
59,BAL200106220,96
65,BAL200106220,92
60,BAL200106230,116
55,BAL200106230,112
49,BAL200106240,68
68,BAL200106240,97
53,BAL200107030,94
38,BAL200107030,68
15,BAL200107040,32
58,BAL200107040,88
51,BAL200107050,89
52,BAL200107050,90
56,BAL200107060,97
53,BAL200107060,95
52,BAL200107070,110
54,BAL200107070,101
66,BAL200107080,116
57,BAL200107080,84
37,BAL200107180,92
65,BAL200107180,96
62,BAL200107210,108
66,BAL200107210,94
57,BAL200107221,96
45,BAL200107221,70
61,BAL200107222,123
54,BAL200107222,98
30,BAL200107230,69
58,BAL200107230,79
61,BAL200107300,101
65,BAL200107300,99
43,BAL200107310,70
46,BAL200107310,60
58,BAL200108010,113
53,BAL200108010,80
53,BAL200108020,98
58,BAL200108020,108
56,BAL200108110,84
37,BAL200108110,90
41,BAL200108120,67
35,BAL200108120,63
57,BAL200108140,95
53,BAL200108140,102
49,BAL200108150,114
62,BAL200108150,86
59,BAL200108160,108
64,BAL200108160,101
58,BAL200108240,97
30,BAL200108250,79
43,BAL200108260,107
48,BAL200108260,85
34,BAL200108280,75
73,BAL200108280,90
54,BAL200108290,91
56,BAL200108290,107
39,BAL200108300,101
56,BAL200108300,90
58,BAL200108310,98
54,BAL200108310,113
53,BAL200109010,98
47,BAL200109010,110
47,BAL200109020,83
52,BAL200109020,89
55,BAL200109210,108
50,BAL200109210,98
51,BAL200109220,90
28,BAL200109220,60
61,BAL200109230,119
66,BAL200109230,124
59,BAL200110010,103
57,BAL200110010,111
57,BAL200110020,103
61,BAL200110020,89
52,BAL200110030,99
45,BAL200110030,84
56,BAL200110040,112
62,BAL200110040,124
37,BAL200110051,73
56,BAL200110051,101
55,BAL200110052,104
51,BAL200110052,79
48,BAL200110060,103
62,BAL200110060,95
34,BOS200104060,78
38,BOS200104060,83
54,BOS200104070,96
45,BOS200104070,84
62,BOS200104080,107
58,BOS200104080,114
57,BOS200104100,89
38,BOS200104100,91
31,BOS200104110,69
42,BOS200104110,68
52,BOS200104120,99
46,BOS200104120,74
48,BOS200104130,95
44,BOS200104130,95
59,BOS200104140,120
52,BOS200104140,110
50,BOS200104150,88
64,BOS200104150,91
43,BOS200104160,66
54,BOS200104160,106
44,BOS200104240,93
25,BOS200104240,43
54,BOS200104250,113
59,BOS200104250,88
57,BOS200104260,109
60,BOS200104260,97
49,BOS200104270,64
45,BOS200104270,89
50,BOS200104280,93
58,BOS200104280,95
19,BOS200104290,48
53,BOS200104290,76
49,BOS200105080,97
42,BOS200105080,74
47,BOS200105090,94
57,BOS200105090,68
43,BOS200105100,80
49,BOS200105100,74
16,BOS200105110,43
52,BOS200105110,82
60,BOS200105120,90
42,BOS200105120,66
38,BOS200105130,84
67,BOS200105130,91
57,BOS200105250,115
49,BOS200105260,103
67,BOS200105260,102
61,BOS200105270,107
56,BOS200105270,110
30,BOS200105280,83
67,BOS200105280,112
54,BOS200105300,114
60,BOS200106050,112
69,BOS200106050,108
61,BOS200106060,128
69,BOS200106060,113
55,BOS200106070,82
42,BOS200106070,86
46,BOS200106080,95
56,BOS200106090,107
52,BOS200106090,85
45,BOS200106100,89
49,BOS200106100,103
44,BOS200106120,84
57,BOS200106120,112
53,BOS200106130,97
62,BOS200106130,84
51,BOS200106140,89
55,BOS200106140,100
56,BOS200106220,101
60,BOS200106220,97
19,BOS200106230,38
46,BOS200106230,64
58,BOS200106240,98
54,BOS200106240,84
43,BOS200106250,89
47,BOS200106250,94
37,BOS200106260,76
60,BOS200106260,98
54,BOS200106270,82
51,BOS200106270,99
12,BOS200106280,30
51,BOS200106280,90
56,BOS200107060,93
61,BOS200107060,90
52,BOS200107070,83
59,BOS200107070,117
37,BOS200107080,71
56,BOS200107080,90
58,BOS200107240,89
47,BOS200107240,71
50,BOS200107250,88
47,BOS200107250,82
58,BOS200107260,123
55,BOS200107260,101
48,BOS200107270,72
42,BOS200107270,92
59,BOS200107280,112
71,BOS200107280,113
48,BOS200107290,106
52,BOS200107290,105
51,BOS200107310,108
63,BOS200107310,102
59,BOS200108010,99
65,BOS200108010,86
50,BOS200108020,78
60,BOS200108020,99
61,BOS200108041,100
33,BOS200108041,71
55,BOS200108042,109
66,BOS200108042,81
49,BOS200108050,83
38,BOS200108050,76
44,BOS200108060,96
58,BOS200108060,86
43,BOS200108140,90
63,BOS200108140,85
39,BOS200108150,84
65,BOS200108150,98
51,BOS200108160,102
56,BOS200108170,75
59,BOS200108170,92
36,BOS200108180,79
52,BOS200108180,114
55,BOS200108190,106
39,BOS200108190,80
51,BOS200108310,87
54,BOS200108310,102
39,BOS200109010,82
60,BOS200109010,112
61,BOS200109020,121
50,BOS200109040,98
56,BOS200109040,103
45,BOS200109050,68
24,BOS200109050,60
43,BOS200109060,97
58,BOS200109060,76
63,BOS200109180,90
59,BOS200109180,98
46,BOS200109190,99
61,BOS200109190,89
56,BOS200109200,86
53,BOS200109200,95
35,BOS200109210,75
42,BOS200109210,74
35,BOS200109220,64
39,BOS200109220,95
38,BOS200109230,82
68,BOS200109230,96
36,BOS200109240,86
50,BOS200109240,78
37,BOS200109250,79
49,BOS200109250,72
62,BOS200109260,97
32,BOS200109260,66
36,BOS200109270,75
50,BOS200109270,83
56,CHA200104060,73
66,CHA200104060,107
47,CHA200104070,105
66,CHA200104070,86
64,CHA200104080,106
58,CHA200104080,107
44,CHA200104090,73
24,CHA200104090,47
46,CHA200104100,68
42,CHA200104100,78
12,CHA200104110,30
38,CHA200104110,86
53,CHA200104210,85
58,CHA200104210,92
44,CHA200104220,105
61,CHA200104220,114
57,CHA200104240,106
63,CHA200104240,97
71,CHA200104250,117
