,INN_CT,RBI_CT,PA_BALL_CT,EVENT_OUTS_CT,BAT_DEST_ID,SCORE_DIFF,PIT_COUNT
20608,7,0,1,2,0,-5,87
20609,4,0,3,1,0,4,80
20610,6,0,1,1,0,-8,82
20611,7,0,2,1,1,-2,85
20612,6,0,4,0,1,-1,71
20613,6,0,1,1,0,-8,94
20614,4,1,3,0,1,7,96
20615,8,0,0,1,1,-4,106
20616,7,1,0,0,3,2,113
20617,7,0,1,1,0,0,88
20618,7,0,3,1,0,0,114
20619,6,0,3,1,0,-1,94
20620,7,0,0,2,0,0,98
20621,8,0,1,1,0,-3,115
20622,7,0,1,1,0,3,107
20623,6,0,0,1,0,1,98
20624,6,0,1,1,0,1,91
20625,6,0,1,0,1,0,100
20626,5,0,2,1,0,0,107
20627,8,0,1,1,0,1,108
20628,8,0,1,0,1,-1,104
20629,8,0,1,1,0,2,108
20630,7,2,3,0,4,-3,103
20631,8,0,0,1,0,-4,113
20632,7,2,0,0,2,1,91
20633,7,0,4,0,1,1,104
20634,9,0,1,1,0,-2,114
20635,7,0,1,1,0,-3,93
20636,6,0,4,0,1,4,100
20637,6,0,0,1,0,5,79
20638,8,0,2,1,0,-3,88
20639,7,0,4,0,1,-1,94
20640,7,0,1,1,0,1,103
20641,5,0,3,1,0,-2,91
20642,6,0,0,1,0,2,118
20643,6,0,2,0,1,5,107
20644,6,2,2,0,2,-3,90
20645,6,0,0,1,0,3,99
20646,6,0,4,0,1,-3,97
20647,7,0,0,1,0,-6,117
20648,5,0,0,0,2,3,73
20649,6,0,0,1,0,-1,85
20650,5,0,3,1,0,3,97
20651,1,0,2,1,0,0,19
20652,5,0,3,1,0,2,86
20653,6,0,2,1,0,-3,104
20654,6,0,0,1,0,3,97
20655,6,0,0,1,0,2,91
20656,7,0,2,1,0,-1,116
20657,7,0,1,1,0,2,104
20658,5,0,3,1,0,4,102
20659,7,0,0,1,0,-4,107
20660,4,1,4,0,1,1,81
20661,6,0,2,1,0,-2,75
20662,7,0,1,1,0,-8,97
20663,5,2,1,0,3,5,64
20664,8,0,3,1,0,-2,107
20665,7,0,3,0,1,2,88
20666,6,0,2,1,0,-1,97
20667,7,0,3,1,0,1,83
20668,2,1,2,0,1,1,41
20669,6,0,2,1,0,-4,101
20670,5,0,1,1,0,4,80
20671,4,0,0,0,2,4,89
20672,8,0,0,1,0,-4,109
20673,5,1,2,0,2,1,94
20674,6,2,0,0,4,-2,93
20675,8,0,0,0,1,-5,102
20676,6,0,0,1,0,5,97
20677,4,0,1,0,1,6,75
20678,7,0,2,1,0,-8,105
20679,6,0,1,1,0,1,82
20680,6,0,3,1,0,-1,104
20681,7,0,0,0,2,3,94
20682,7,0,3,0,1,-1,87
20683,6,0,2,2,0,-8,102
20684,5,3,3,0,2,4,92
20685,6,0,0,1,0,-2,87
20686,7,0,2,1,0,2,87
20687,7,0,0,1,0,2,101
20688,7,0,2,1,0,-2,103
20689,6,0,0,1,0,6,97
20690,8,0,0,1,0,-10,101
20691,6,0,0,1,0,3,96
20692,6,0,3,1,0,-3,84
20693,6,0,0,1,0,-2,95
20694,7,1,1,1,0,2,101
20695,6,0,3,1,0,-4,104
20696,6,0,0,1,0,4,90
20697,6,0,2,1,0,1,87
20698,8,0,1,1,0,-4,104
20699,6,0,3,1,0,3,92
20700,8,0,4,0,1,-3,100
20701,5,0,0,1,0,7,91
20702,5,0,1,1,0,-7,94
20703,5,2,0,0,1,1,84
20704,5,0,1,1,1,-2,98
20705,6,0,1,1,0,1,99
20706,6,0,0,1,0,1,98
20707,6,0,2,1,0,-3,111
20708,5,0,0,1,0,3,103
20709,9,0,1,1,0,0,105
20710,9,0,1,1,0,0,96
20711,7,0,2,1,0,1,105
20712,8,0,2,1,0,-1,86
20713,4,1,2,0,3,6,76
20714,8,0,2,1,0,-11,101
20715,4,0,4,0,1,2,87
20716,4,0,2,1,0,-1,83
20717,7,0,0,1,0,-2,106
20718,7,1,2,0,2,2,96
20719,5,0,0,1,0,1,96
20720,7,0,0,0,1,1,92
20721,6,0,1,1,0,3,99
20722,6,1,2,0,2,-3,100
20723,6,0,0,1,0,-6,103
20724,7,0,3,1,0,6,98
20725,7,0,1,2,0,0,102
20726,6,0,1,2,0,0,100
20727,5,0,2,1,0,7,82
20728,6,0,1,0,1,-6,87
20729,6,0,1,1,0,2,102
20730,8,0,4,0,1,2,103
20731,5,0,0,1,0,4,84
20732,7,0,2,1,1,-4,92
20733,6,0,1,0,1,-2,86
20734,7,0,0,1,0,2,106
20735,5,0,0,1,0,-1,79
20736,5,0,0,1,0,2,76
20737,7,0,0,1,1,-2,78
20738,6,0,1,2,0,2,78
20739,7,0,3,1,0,-5,94
20740,6,0,0,1,0,5,95
20741,6,0,1,1,0,1,91
20742,6,0,2,1,0,1,111
20743,2,0,4,0,1,1,52
20744,7,0,0,0,1,-4,95
20745,5,0,1,1,0,-1,73
20746,5,0,2,0,2,1,96
20747,5,0,2,1,0,2,82
20748,7,1,1,0,4,-4,105
20749,6,0,4,0,1,-3,106
20750,5,0,2,1,0,4,88
20751,6,0,0,1,0,4,89
20752,5,0,1,2,0,-3,66
20753,5,0,1,1,0,4,86
20754,4,3,1,0,4,5,67
20755,6,2,1,0,4,-5,87
20756,6,0,2,0,1,2,97
20757,6,0,1,1,0,-4,102
20758,5,0,1,1,0,2,88
20759,5,0,1,1,0,0,92
20760,7,0,2,1,0,-1,74
20761,7,0,1,1,0,1,99
20762,3,0,2,1,0,2,71
20763,6,1,1,0,4,1,77
20764,5,0,0,1,0,4,77
20765,5,2,2,0,2,-1,91
20766,7,0,1,1,0,-1,112
20767,6,0,3,1,0,1,95
20768,7,0,2,1,0,3,112
20769,6,0,4,0,1,-2,98
20770,7,1,3,0,2,0,91
20771,8,1,0,0,1,-2,104
20772,6,0,2,1,0,-1,80
20773,6,0,2,0,2,1,77
20774,7,0,1,1,0,1,105
20775,7,0,2,1,0,-1,83
20776,4,0,0,1,0,2,85
20777,6,1,2,0,1,-2,89
20778,7,0,0,1,0,-2,91
20779,8,1,0,0,1,3,96
20780,6,1,2,0,4,4,97
20781,8,0,1,1,0,-5,91
20782,7,0,1,1,0,2,101
20783,7,0,3,1,0,-2,78
20784,4,0,1,1,0,4,68
20785,7,0,0,1,0,-1,86
20786,7,1,1,0,2,-3,86
20787,6,0,0,1,0,3,93
20788,3,2,2,0,1,4,74
20789,8,0,1,1,0,-3,101
20790,5,0,1,0,2,2,93
20791,6,0,2,1,0,-1,87
20792,6,2,3,0,1,-1,78
20793,7,0,3,1,0,-1,112
20794,6,0,2,1,0,-5,88
20795,6,1,0,0,1,5,100
20796,7,0,0,1,0,-8,90
20797,5,0,1,1,0,8,115
20798,7,0,3,1,0,0,114
20799,8,1,0,0,1,1,101
20800,6,1,2,0,4,2,92
20801,8,0,4,0,1,-5,103
20802,7,0,0,1,0,2,114
20803,6,0,1,1,0,-2,85
20804,6,0,1,1,0,-1,109
20805,6,0,2,1,0,1,110
20806,3,1,1,0,4,6,54
20807,8,0,1,1,1,-13,95
20808,6,0,0,1,0,3,104
20809,6,0,4,0,1,-1,90
20810,4,0,1,1,0,3,86
20811,6,0,0,0,2,-2,97
20812,5,0,3,1,0,4,96
20813,8,0,4,0,1,-3,105
20814,7,0,2,1,0,1,101
20815,7,1,3,0,2,-1,116
20816,7,0,2,1,0,-2,106
20817,7,0,4,0,1,2,94
20818,7,0,1,1,0,-8,108
20819,6,0,0,0,2,5,99
20820,7,0,0,1,0,-4,104
20821,7,0,2,1,0,4,105
20822,5,0,3,1,0,5,93
20823,6,0,0,2,0,-6,96
20824,5,0,2,1,0,1,87
20825,6,0,0,1,0,4,109
20826,5,0,4,0,1,2,80
20827,4,0,1,0,1,-2,89
20828,5,0,2,0,1,1,85
20829,6,0,3,1,0,-1,87
20830,7,0,2,1,0,-4,93
20831,7,0,3,1,0,4,90
20832,8,0,2,0,1,-8,95
20833,4,0,0,1,0,6,71
20834,8,0,1,1,0,-2,95
20835,5,0,1,1,0,1,79
20836,4,0,2,1,0,3,91
20837,7,0,0,1,0,-4,91
20838,6,1,0,0,1,-1,100
20839,5,0,2,0,1,3,114
20840,7,0,3,1,0,-1,104
20841,6,0,2,1,0,1,110
20842,6,0,2,1,0,-1,98
20843,7,0,1,1,0,1,87
20844,7,0,0,1,0,-2,104
20845,6,0,0,1,0,2,102
20846,6,0,0,1,0,1,91
20847,6,0,1,0,2,-1,83
20848,6,0,0,1,0,3,106
20849,7,0,1,1,0,-2,95
20850,7,0,0,1,0,-8,109
20851,5,1,2,0,1,6,69
20852,7,0,2,1,0,2,98
20853,9,0,0,0,2,-2,104
20854,6,3,2,0,4,4,97
20855,7,0,2,1,0,-4,82
20856,7,0,2,0,1,4,92
20857,6,0,2,1,0,-4,100
20858,8,0,0,0,1,-5,102
20859,7,0,0,1,0,5,111
20860,6,0,1,1,0,1,87
20861,6,0,1,1,0,-1,95
20862,6,0,2,1,0,2,91
20863,7,0,1,0,1,-1,96
20864,6,0,2,0,1,-1,92
20865,5,2,0,0,2,1,104
20866,4,2,0,0,2,4,83
20867,7,0,0,1,0,-3,101
20868,6,0,4,0,1,-2,89
20869,6,0,0,1,0,0,91
20870,7,0,1,1,1,-2,106
20871,6,0,0,1,0,4,101
20872,6,0,1,1,0,0,98
20873,6,0,0,0,1,0,91
20874,7,0,2,1,0,-1,95
20875,6,0,0,1,0,1,104
20876,6,0,0,0,1,1,95
20877,6,0,1,1,0,-3,87
20878,6,0,1,1,0,-6,105
20879,5,1,1,0,1,4,76
20880,6,0,1,1,0,-1,95
20881,6,0,1,1,0,1,106
20882,6,0,2,1,0,2,95
20883,5,0,2,0,1,0,103
20884,4,0,0,1,0,6,85
20885,7,0,1,0,1,-5,112
20886,7,0,2,1,0,0,83
20887,6,0,0,1,0,0,91
20888,6,0,2,1,0,0,116
20889,6,0,1,1,0,0,103
20890,7,1,2,1,0,-6,102
20891,5,1,2,0,4,2,84
20892,7,0,3,1,0,-4,102
20893,6,0,2,1,0,5,91
20894,6,0,1,1,1,-5,71
20895,4,0,0,0,1,5,81
20896,8,0,1,1,0,-1,93
20897,7,0,0,1,0,1,99
20898,5,0,0,1,0,3,89
20899,7,0,3,0,1,-2,90
20900,6,0,3,1,0,1,100
20901,5,0,2,1,0,-1,77
20902,6,2,3,0,4,2,76
20903,7,0,3,1,0,-5,108
20904,4,1,2,0,1,4,71
20905,7,0,3,1,0,-12,90
20906,7,0,4,0,1,2,93
20907,6,0,2,0,2,-2,110
20908,4,2,2,0,1,0,85
20909,6,0,4,0,1,2,99
20910,4,1,3,1,0,2,77
20911,6,0,3,1,0,-5,87
20912,5,0,4,0,1,5,75
20913,7,0,3,1,0,-3,92
20914,3,0,2,1,0,2,55
20915,7,0,2,1,0,-6,87
20916,6,0,0,1,0,-3,107
20917,5,0,1,2,0,3,90
20918,6,0,4,0,1,3,97
20919,8,0,3,1,0,-3,111
20920,7,0,2,1,0,2,107
20921,7,0,1,1,0,-2,92
20922,3,0,2,0,1,6,76
20923,7,0,3,1,0,-9,101
20924,7,2,1,0,2,-5,100
20925,6,0,2,1,0,5,103
20926,6,0,4,0,1,-1,99
20927,5,0,2,1,0,1,83
20928,6,2,1,0,4,3,95
20929,6,0,1,0,1,-5,97
20930,6,0,0,0,1,-4,107
20931,5,0,0,1,0,5,95
20932,8,1,3,1,0,-3,93
20933,6,1,3,0,1,3,82
20934,7,0,2,0,2,-4,100
20935,6,0,1,1,0,-5,92
20936,4,0,0,1,0,7,86
20937,5,0,0,0,1,7,84
20938,7,0,1,2,0,-6,96
20939,8,0,0,1,0,-6,108
20940,6,3,1,0,4,3,86
20941,6,0,4,0,1,4,107
20942,7,2,2,0,1,-6,87
20943,5,0,2,1,1,1,89
20944,6,0,4,0,1,0,89
20945,7,0,2,0,1,-6,92
20946,6,1,0,0,1,2,90
20947,6,0,1,1,0,2,90
20948,6,1,2,0,2,0,68
20949,5,1,3,1,0,-1,117
20950,8,0,1,1,0,-3,103
20951,7,0,0,0,1,-4,102
20952,6,1,2,1,0,1,97
20953,6,0,3,1,0,-2,103
20954,5,0,2,1,0,2,83
20955,6,0,2,1,0,1,96
20956,6,0,2,0,1,-1,99
20957,7,0,1,1,0,-5,103
20958,4,0,0,1,0,4,81
20959,6,0,0,1,0,4,102
20960,8,0,4,0,1,-7,106
20961,8,0,1,1,0,-4,101
20962,4,0,4,0,1,4,70
20963,6,0,4,0,1,-4,76
20964,4,0,0,1,0,4,74
20965,5,2,1,0,4,5,63
20966,6,0,3,1,0,-4,88
20967,6,0,2,0,1,-1,96
20968,7,0,2,0,2,3,102
20969,4,1,4,0,1,4,75
20970,4,1,1,0,1,-3,48
20971,4,0,4,0,1,-2,36
20972,4,0,0,1,0,2,94
20973,6,0,1,1,0,0,99
20974,5,0,4,0,1,0,91
20975,8,1,1,0,1,-1,107
20976,6,0,2,0,1,-1,87
20977,5,0,3,1,0,-2,90
20978,6,0,2,2,0,3,84
20979,6,0,1,0,1,2,78
20980,6,0,4,0,1,-2,100
20981,7,1,1,0,1,2,91
20982,6,0,1,0,1,-2,61
20983,7,0,1,1,0,-6,94
20984,5,3,0,0,4,1,87
20985,8,0,0,1,0,-8,99
20986,2,0,4,0,1,5,36
20987,6,0,4,0,1,-1,84
20988,7,0,0,1,0,1,106
20989,8,0,3,1,0,-3,88
20990,3,1,0,0,1,4,47
20991,6,0,1,0,1,0,110
20992,9,0,1,0,2,-5,116
20993,7,0,1,1,1,-1,107
20994,8,0,0,0,1,1,97
20995,6,0,0,0,1,0,92
20996,5,0,0,0,1,0,94
20997,4,0,4,0,1,2,89
20998,5,0,2,1,0,0,84
20999,7,1,0,0,1,0,87
21000,5,0,1,1,0,1,80
21001,6,0,4,0,1,-2,111
21002,6,0,1,0,1,2,112
21003,5,0,3,1,0,2,88
21004,7,0,1,1,1,-3,102
21005,6,0,2,0,1,1,96
21006,7,0,0,0,2,-1,84
21007,6,0,1,1,0,1,109
21008,6,0,0,1,1,1,94
21009,6,0,1,2,0,-2,92
21010,6,3,2,0,4,2,104
21011,5,2,0,0,1,-3,87
21012,5,0,0,0,1,-1,79
21013,7,1,3,0,1,-1,97
21014,7,0,4,0,1,0,101
21015,6,0,0,1,0,-1,89
21016,6,0,2,2,0,1,125
21017,6,0,3,1,0,3,71
21018,7,1,2,0,2,-3,107
21019,7,0,0,0,1,-2,76
21020,6,0,0,1,0,2,102
21021,6,0,1,1,0,-2,95
21022,6,0,3,1,0,2,92
21023,6,0,0,1,0,2,75
21024,6,0,2,1,0,-2,93
21025,7,0,2,1,0,0,107
21026,8,1,2,0,1,0,94
21027,4,0,4,0,1,2,72
21028,6,0,4,0,1,-3,79
21029,5,1,0,1,0,2,97
21030,8,2,0,0,1,-7,101
21031,5,0,1,1,0,-2,72
21032,3,0,1,0,1,1,48
21033,6,0,2,1,0,2,104
21034,7,0,1,1,0,-2,107
21035,6,0,2,2,0,0,61
21036,7,1,0,0,2,0,100
21037,7,0,0,1,0,0,91
21038,6,0,0,1,0,0,100
21039,7,0,0,1,0,-4,103
21040,3,0,2,0,1,2,49
21041,5,0,0,0,1,4,96
21042,7,1,1,0,2,-1,85
21043,8,0,2,1,0,-1,107
21044,8,1,1,0,2,1,103
21045,6,0,0,1,0,2,108
21046,8,0,1,1,0,-2,116
21047,4,0,1,0,1,3,62
21048,7,0,3,1,0,-7,116
21049,6,0,3,1,0,1,88
21050,7,0,3,0,1,-1,96
21051,6,0,0,1,0,0,81
21052,6,0,1,1,1,2,82
21053,8,0,0,1,0,-2,94
21054,7,0,2,0,1,0,107
21055,7,0,4,0,1,-2,100
21056,6,0,1,1,1,2,89
21057,6,0,2,0,1,-2,87
21058,5,0,4,0,1,2,96
21059,7,0,0,0,2,-2,102
21060,8,0,4,0,1,2,119
21061,6,1,1,0,4,2,82
21062,7,0,2,1,0,-3,108
21063,7,3,2,0,4,-5,92
21064,5,0,2,1,0,5,101
21065,6,2,1,0,1,-1,95
21066,6,0,2,1,0,-1,93
21067,7,0,1,1,0,2,93
21068,7,3,1,0,4,0,96
21069,7,0,0,1,0,2,104
21070,7,0,2,1,0,-1,73
21071,7,0,0,1,0,-4,103
21072,5,1,3,0,1,3,88
21073,3,1,1,0,1,2,62
21074,7,0,0,1,0,1,103
21075,6,0,1,0,1,-8,81
21076,3,3,0,0,4,6,59
21077,6,0,2,1,0,-1,94
21078,7,0,1,0,2,1,97
21079,6,1,0,0,1,0,86
21080,7,0,4,0,1,-3,119
21081,5,0,1,1,0,3,86
21082,7,0,4,0,1,-3,95
21083,7,0,1,1,0,-5,96
21084,6,0,4,0,1,5,117
21085,7,0,4,0,1,-1,100
21086,6,0,0,1,0,1,71
21087,6,0,1,1,0,-2,105
21088,6,0,2,1,0,5,96
21089,7,0,4,0,1,1,98
21090,4,0,0,1,0,1,64
21091,8,0,1,0,1,-5,110
21092,6,0,1,1,0,5,87
21093,7,0,1,1,0,-4,110
21094,7,1,2,0,4,4,101
21095,5,0,1,1,0,4,91
21096,6,0,1,0,1,-5,82
21097,6,0,3,0,2,3,94
21098,7,0,0,1,0,-3,96
21099,8,0,2,1,0,-1,117
21100,6,2,3,0,4,-1,97
21101,4,0,0,0,1,9,89
21102,7,0,2,1,0,-11,82
21103,6,0,2,1,0,-1,102
21104,6,1,1,0,1,1,92
21105,6,0,3,0,1,-2,93
21106,5,0,0,1,0,3,90
21107,5,0,0,0,1,1,94
21108,7,0,0,0,2,-4,95
21109,7,0,0,1,0,1,111
21110,6,0,3,1,0,1,109
21111,7,0,0,1,0,2,107
21112,6,0,2,2,0,0,92
21113,6,1,0,0,2,-5,94
21114,3,2,1,0,2,4,79
21115,7,0,1,0,1,-1,101
21116,6,0,2,0,2,3,97
21117,6,0,3,1,0,2,100
21118,5,0,2,1,1,-2,95
21119,6,0,2,1,1,2,110
21120,7,0,4,0,1,-2,87
21121,7,0,3,2,0,-2,92
21122,5,0,2,1,0,2,92
21123,5,0,4,0,1,-1,104
21124,4,4,1,0,4,-1,76
21125,8,0,1,1,0,0,111
21126,8,0,2,1,0,0,112
21127,5,0,0,1,0,-5,101
21128,4,1,1,1,0,4,68
21129,7,0,2,1,0,-2,94
21130,7,0,0,2,0,2,100
21131,6,1,1,0,4,3,112
21132,6,0,0,1,0,0,95
21133,5,0,1,1,0,0,97
21134,5,0,2,1,0,3,95
21135,7,0,0,0,1,-3,96
21136,8,1,1,0,4,-3,107
21137,8,0,0,1,0,2,118
21138,6,0,1,1,0,-1,90
21139,6,0,0,1,0,1,76
21140,8,0,4,0,1,0,110
21141,7,0,4,0,1,0,100
21142,7,1,0,0,4,3,105
21143,4,0,0,0,1,-3,57
21144,7,0,1,1,0,-1,107
21145,6,0,4,0,1,1,90
21146,4,0,1,1,0,1,98
21147,5,1,2,0,1,0,71
21148,7,0,2,1,0,-2,101
21149,4,0,1,1,0,2,48
21150,3,1,2,0,2,5,52
21151,7,0,2,1,0,-5,106
21152,6,1,0,0,2,-2,95
21153,5,0,2,2,0,2,93
21154,5,0,1,1,0,5,87
21155,3,0,0,1,0,-4,47
21156,5,0,4,0,1,4,90
21157,6,0,2,1,0,-1,100
21158,5,0,0,1,0,1,93
21159,5,0,2,1,0,0,95
21160,6,0,0,2,0,-1,102
21161,6,0,3,1,0,1,88
21162,7,0,1,1,0,0,112
21163,5,0,2,1,0,0,98
21164,5,0,0,1,0,4,112
21165,7,0,2,0,1,-3,117
21166,6,0,0,1,0,7,107
21167,8,0,3,1,0,-7,109
21168,4,1,2,0,3,6,75
21169,7,0,0,1,0,-6,99
21170,6,0,1,1,0,4,128
21171,6,0,1,0,1,-4,106
21172,7,0,1,1,0,0,116
21173,5,0,4,0,1,2,71
21174,7,1,0,0,3,2,114
21175,7,0,1,0,1,-3,100
21176,6,0,4,0,1,-3,109
21177,6,0,1,1,0,3,102
21178,7,0,1,1,0,2,108
21179,7,0,0,0,1,-2,100
21180,7,0,0,1,0,-3,109
21181,6,1,1,0,1,-1,100
21182,6,0,3,0,1,-3,109
21183,5,0,4,0,1,4,103
21184,8,0,0,2,0,0,121
21185,7,0,2,1,0,0,110
21186,7,0,1,1,0,-1,99
21187,6,0,1,1,1,1,114
21188,6,0,0,0,2,-3,99
21189,5,0,4,0,1,0,103
21190,6,1,2,0,1,6,105
21191,7,0,0,2,0,-7,99
21192,5,2,1,1,1,1,94
21193,5,0,1,1,0,-3,82
21194,7,0,2,1,0,-7,97
21195,5,2,1,0,4,5,98
21196,6,0,0,1,0,-1,91
21197,2,1,3,0,1,1,62
21198,7,0,0,1,0,-5,106
21199,5,0,4,0,1,4,94
21200,7,0,0,1,0,3,102
21201,7,0,0,1,0,-3,100
21202,9,0,2,0,1,-2,102
21203,6,0,0,1,0,2,108
21204,5,1,1,0,2,4,101
21205,5,0,4,0,1,2,115
21206,6,0,2,1,0,-1,100
21207,4,4,0,0,4,0,89
21208,5,0,0,1,0,-4,99
21209,7,0,0,1,0,-1,108
21210,6,0,3,2,0,1,110
21211,7,0,2,1,0,-6,103
21212,4,0,1,1,0,0,70
21213,6,0,0,1,0,1,120
21214,5,0,1,1,0,-1,105
21215,7,0,3,0,1,-1,104
21216,6,0,1,1,0,1,93
21217,6,0,1,1,0,3,78
21218,2,0,1,1,0,1,33
21219,7,0,0,1,0,-10,88
21220,2,1,3,0,2,7,54
21221,3,0,3,1,0,-3,46
21222,4,0,1,1,0,7,103
21223,8,0,3,0,2,3,104
21224,7,0,0,2,0,-3,112
21225,6,0,1,0,1,-3,116
21226,6,0,2,1,0,3,103
21227,7,0,0,1,1,-2,101
21228,7,0,2,1,0,4,106
21229,6,0,2,1,0,0,110
21230,6,1,2,1,0,1,111
21231,6,0,4,0,1,-5,79
21232,5,1,1,0,2,0,68
21233,7,1,1,0,3,-2,98
21234,6,1,1,0,4,1,86
21235,7,0,1,0,1,-2,105
21236,7,0,1,1,0,2,125
21237,7,1,1,1,1,-5,113
21238,6,1,1,0,1,3,108
21239,6,0,2,1,0,3,110
21240,8,0,1,0,1,-8,111
21241,8,0,1,1,0,0,93
21242,8,0,1,0,2,0,98
21243,7,0,0,1,0,-5,103
21244,5,0,2,0,1,5,93
21245,8,1,2,1,0,3,117
21246,7,0,1,1,0,-2,108
21247,3,1,0,0,2,6,33
21248,7,0,2,1,0,-5,105
21249,5,0,3,1,0,-1,91
21250,5,0,3,1,0,-4,101
21251,7,0,0,1,0,1,121
21252,9,0,0,1,0,0,104
21253,8,0,2,2,0,3,115
21254,7,0,4,0,1,-2,107
21255,7,0,3,0,1,3,115
21256,5,0,0,0,1,-3,84
21257,7,0,1,0,2,4,102
21258,7,0,2,1,0,-4,109
21259,9,0,4,0,1,-3,101
21260,7,0,0,1,0,3,126
21261,6,1,4,0,1,2,102
21262,7,0,1,1,0,-4,100
21263,8,0,3,1,0,-2,98
21264,6,0,4,0,1,2,98
21265,6,0,3,0,1,4,95
21266,6,0,4,0,1,-3,87
21267,8,0,0,1,0,-3,111
21268,7,0,0,1,0,3,92
21269,7,0,2,1,0,-6,108
21270,5,0,3,1,0,6,90
21271,7,0,2,1,0,1,114
21272,5,0,2,1,0,-1,100
21273,7,0,4,0,1,3,100
21274,8,0,1,0,1,-6,107
21275,3,3,2,0,4,6,48
21276,7,2,1,0,2,-15,111
21277,8,0,1,1,0,0,111
21278,7,0,2,1,0,0,112
21279,6,0,0,1,0,-3,96
21280,7,0,0,1,0,3,90
21281,8,0,0,1,0,-3,117
21282,7,0,1,1,0,0,103
21283,7,2,2,0,4,-3,98
21284,6,2,3,0,1,2,84
21285,6,1,2,0,2,2,89
21286,8,0,4,0,1,-2,121
21287,5,0,0,1,0,2,94
21288,7,0,0,1,0,-2,102
21289,7,0,2,1,0,2,112
21290,6,0,3,1,0,0,110
21291,7,0,4,0,1,-1,117
21292,7,0,3,1,0,1,121
21293,6,0,0,1,0,-9,99
21294,2,2,2,0,1,2,62
21295,5,2,2,0,4,4,86
21296,6,0,2,1,0,-12,91
21297,5,0,0,1,0,1,86
21298,5,0,2,1,0,0,98
21299,5,1,1,0,3,3,83
21300,6,0,1,1,0,-5,92
21301,7,0,3,2,0,1,106
21302,6,0,1,1,0,-1,111
21303,7,0,3,1,0,-6,106
21304,6,0,1,0,2,6,86
21305,7,0,2,0,2,0,103
21306,5,0,2,1,0,-1,99
21307,6,0,3,1,0,0,107
21308,6,0,3,1,0,0,101
21309,7,0,1,1,0,-5,108
21310,6,1,3,0,1,3,76
21311,5,0,0,1,0,2,91
21312,5,0,1,0,1,-2,85
21313,5,0,2,1,0,1,101
21314,6,0,1,1,0,0,112
21315,8,0,4,0,1,-6,112
21316,5,0,0,1,0,2,92
21317,5,0,1,1,0,0,89
21318,2,1,2,1,1,2,44
21319,4,0,3,0,1,4,89
21320,5,0,4,0,1,-3,83
21321,8,0,0,1,0,-3,102
21322,6,0,4,0,1,1,112
21323,3,0,4,0,1,7,42
21324,6,0,0,0,1,-10,97
21325,7,0,2,2,0,1,113
21326,8,0,2,0,1,-1,112
21327,6,0,0,0,1,-1,94
21328,6,0,1,1,0,0,86
21329,7,0,0,1,0,-3,111
21330,4,0,4,0,1,3,90
21331,7,0,3,0,1,-5,108
21332,6,2,2,1,1,3,96
21333,7,0,1,1,0,-8,87
21334,5,0,4,0,1,5,103
21335,5,0,3,0,1,-2,78
21336,7,0,0,1,0,-1,103
21337,6,0,2,1,0,2,115
21338,6,0,4,0,1,-2,104
21339,6,0,1,0,1,-2,74
21340,7,0,0,1,0,0,112
21341,7,0,2,1,0,-1,108
21342,6,0,0,1,0,1,125
21343,7,0,1,1,0,-1,87
21344,8,1,0,0,4,2,108
21345,5,0,2,1,0,0,69
21346,4,0,3,1,0,0,54
21347,5,2,2,0,4,6,103
21348,6,0,2,1,0,-9,93
21349,5,2,1,0,2,2,83
21350,8,0,2,1,0,-7,101
21351,5,0,3,2,0,-2,56
21352,2,0,0,1,0,1,31
21353,6,0,2,1,0,-3,109
21354,5,0,3,1,0,3,94
21355,7,0,0,1,0,-1,103
21356,7,0,4,0,1,1,105
21357,5,0,4,0,1,3,112
21358,5,0,0,1,0,-5,91
21359,7,0,3,1,0,0,118
21360,7,0,0,1,0,0,76
21361,6,0,2,1,0,-1,78
21362,8,0,0,1,0,0,111
21363,6,0,0,1,0,-5,103
21364,4,2,3,0,1,2,90
21365,5,0,0,1,0,-1,88
21366,6,0,0,1,1,2,122
21367,7,1,0,0,2,-3,77
21368,5,0,1,0,1,3,52
21369,6,2,2,0,2,0,122
21370,7,0,1,1,0,-4,108
21371,6,0,0,0,1,5,75
21372,8,0,0,0,1,-8,95
21373,6,0,1,1,0,1,95
21374,7,0,0,0,1,-1,95
21375,5,1,2,0,1,0,103
21376,3,0,0,1,0,1,70
21377,7,0,3,0,1,-3,100
21378,7,0,0,1,0,2,108
21379,6,0,3,1,0,-3,86
21380,5,0,2,1,0,3,98
21381,8,0,0,2,0,-6,108
21382,1,0,3,1,0,0,40
21383,8,0,2,1,0,2,113
21384,7,0,3,1,0,-2,106
21385,8,0,1,1,0,-9,96
21386,4,0,1,0,3,5,92
21387,6,0,1,0,2,0,86
21388,4,0,4,0,1,2,77
21389,5,0,1,1,0,1,95
21390,6,0,4,0,1,-1,118
21391,4,1,2,0,1,4,88
21392,5,0,2,1,1,-4,93
21393,3,2,1,0,2,5,63
21394,6,0,4,0,1,-3,94
21395,4,0,2,1,0,-3,45
21396,7,0,2,1,0,-3,107
21397,5,0,4,0,1,3,94
21398,5,0,2,2,0,-1,94
21399,5,0,4,0,1,2,91
21400,5,0,2,1,0,-5,62
21401,1,1,3,0,1,6,36
21402,7,0,2,0,1,-3,104
21403,5,2,1,0,2,1,86
21404,5,0,2,0,1,-1,77
21405,2,2,3,0,4,-2,57
