,INN_CT,RBI_CT,PA_BALL_CT,EVENT_OUTS_CT,BAT_DEST_ID,SCORE_DIFF,PIT_COUNT
5547,8,0,3,1,0,-12,98
5548,5,0,1,1,0,5,84
5549,7,0,2,1,0,-2,83
5550,6,2,2,1,0,0,92
5551,5,2,3,0,2,4,96
5552,6,0,0,2,0,-7,115
5553,6,0,0,1,0,0,96
5554,5,0,4,0,1,0,87
5555,7,0,0,1,1,2,113
5556,8,0,0,1,0,-1,95
5557,4,0,0,0,1,4,57
5558,6,0,0,0,1,-2,91
5559,8,0,1,1,0,5,100
5560,5,0,0,1,0,6,76
5561,6,0,0,1,1,-2,106
5562,6,0,1,1,0,2,96
5563,6,0,0,1,0,3,97
5564,3,0,2,1,0,-1,57
5565,7,0,1,0,1,3,104
5566,7,0,0,1,0,-8,99
5567,3,2,2,0,4,1,29
5568,3,0,2,1,0,4,47
5569,7,0,1,2,0,-8,111
5570,7,0,2,1,0,-1,91
5571,5,0,0,1,1,1,81
5572,7,0,0,1,0,-4,97
5573,7,0,3,1,0,4,110
5574,8,0,3,0,1,-1,92
5575,7,0,1,0,1,-1,98
5576,6,0,0,1,0,1,103
5577,6,1,2,0,1,-5,107
5578,5,0,2,1,0,5,105
5579,7,2,2,0,2,-4,97
5580,7,0,4,0,1,0,102
5581,5,0,3,1,0,-2,82
5582,3,1,0,0,1,3,77
5583,6,0,0,0,2,3,105
5584,5,0,0,1,0,-2,103
5585,7,0,0,1,0,0,104
5586,7,0,1,1,0,0,111
5587,6,1,1,0,1,0,98
5588,6,0,2,1,0,-1,82
5589,8,1,0,0,1,-5,110
5590,7,0,0,2,0,5,100
5591,6,1,1,0,1,0,81
5592,5,0,1,0,1,1,99
5593,6,0,3,1,0,-5,103
5594,3,0,1,0,1,7,66
5595,7,0,1,1,0,3,103
5596,6,1,1,0,2,-4,97
5597,6,0,1,1,0,-3,106
5598,3,0,4,0,1,3,62
5599,9,1,0,0,2,-4,104
5600,6,0,0,1,0,4,83
5601,5,0,0,2,0,1,65
5602,3,0,0,1,0,0,72
5603,8,0,3,1,0,0,109
5604,6,0,2,1,0,0,77
5605,7,1,3,0,2,3,94
5606,9,1,0,0,4,-8,116
5607,7,0,2,1,0,0,115
5608,6,0,4,0,1,0,86
5609,7,0,3,0,1,2,109
5610,7,1,0,0,1,-2,97
5611,5,0,2,1,0,1,71
5612,4,0,1,2,0,2,68
5613,6,0,0,1,0,-4,103
5614,2,0,3,1,0,0,48
5615,8,0,0,0,2,4,102
5616,7,0,2,1,0,-3,99
5617,7,0,0,1,0,-8,89
5618,3,3,1,0,3,5,48
5619,3,2,0,0,4,2,68
5620,6,1,3,1,1,-2,71
5621,4,0,1,1,0,-1,80
5622,3,3,1,0,5,2,69
5623,7,0,1,1,0,-3,104
5624,3,0,4,0,1,5,71
5625,6,2,0,0,3,-1,103
5626,5,0,3,0,2,0,100
5627,7,0,1,1,0,-3,88
5628,3,0,0,0,1,3,79
5629,7,2,1,0,4,-4,88
5630,5,1,0,0,1,3,84
5631,7,1,1,0,2,-3,103
5632,6,0,1,1,0,3,108
5633,7,0,0,1,0,-5,76
5634,4,0,4,0,1,4,56
5635,6,1,1,0,1,-5,105
5636,5,0,1,1,0,5,90
5637,7,0,1,1,0,-5,93
5638,6,1,1,1,0,4,104
5639,9,1,0,0,1,-4,103
5640,7,0,0,1,0,4,93
5641,6,0,0,1,0,1,82
5642,7,0,0,1,0,1,93
5643,6,0,0,0,1,-4,83
5644,5,0,2,1,0,6,90
5645,8,0,3,1,0,-1,115
5646,7,0,1,1,0,1,91
5647,4,0,1,2,0,2,66
5648,7,0,0,0,2,-1,99
5649,7,0,4,0,1,0,99
5650,7,0,2,1,0,1,107
5651,6,0,1,1,0,-1,90
5652,5,0,3,0,1,-1,80
5653,5,2,0,0,4,-2,101
5654,8,0,0,2,0,-5,112
5655,7,1,2,0,1,4,94
5656,5,0,1,1,0,5,94
5657,5,0,1,1,0,0,94
5658,8,0,1,1,0,-4,115
5659,6,0,4,0,1,2,83
5660,6,0,3,1,0,4,97
5661,8,0,1,0,1,-6,102
5662,7,0,1,1,0,-4,109
5663,6,0,3,1,0,5,101
5664,8,0,3,1,0,-1,118
5665,7,0,2,2,0,1,88
5666,7,0,2,1,0,-1,92
5667,6,0,4,0,1,0,89
5668,7,1,2,0,2,0,103
5669,8,0,1,1,0,-2,113
5670,7,0,1,1,0,2,113
5671,8,0,2,1,0,-2,110
5672,5,0,3,1,0,4,95
5673,6,0,2,2,0,-2,88
5674,8,1,0,0,1,1,99
5675,6,0,1,1,0,1,92
5676,7,0,0,1,0,-7,129
5677,3,0,3,0,3,6,69
5678,5,0,0,1,0,2,107
5679,6,0,1,0,1,-2,85
5680,7,0,0,1,0,3,126
5681,5,0,0,1,0,-3,74
5682,7,0,0,1,0,3,99
5683,4,0,4,0,1,5,77
5684,7,0,2,1,0,-5,113
5685,6,0,0,1,0,3,107
5686,5,0,1,1,0,-3,75
5687,6,0,2,0,1,5,70
5688,9,0,0,0,3,-3,99
5689,6,1,1,0,1,3,79
5690,5,0,1,1,0,-3,87
5691,6,2,3,0,2,2,131
5692,5,0,0,2,0,-2,100
5693,8,0,1,1,0,-3,118
5694,5,0,1,1,0,3,75
5695,9,0,1,0,1,-4,105
5696,6,0,3,1,0,4,98
5697,7,0,1,1,0,-2,104
5698,8,0,4,0,1,1,110
5699,7,0,0,0,1,5,87
5700,1,0,3,1,0,-1,14
5701,6,0,2,1,0,2,98
5702,6,0,0,1,2,-2,99
5703,7,0,2,1,0,-1,112
5704,7,0,0,0,1,3,105
5705,7,0,2,1,0,-11,105
5706,1,3,2,0,2,0,26
5707,8,0,2,1,0,-3,102
5708,6,0,4,0,1,3,112
5709,5,0,1,1,0,5,84
5710,6,0,0,2,0,-5,108
5711,5,2,0,0,2,3,70
5712,8,0,1,1,0,0,115
5713,8,0,1,1,0,0,115
5714,6,0,0,1,0,-1,82
5715,6,0,0,0,1,2,86
5716,8,0,2,1,0,-6,105
5717,4,0,0,0,1,4,69
5718,7,0,0,1,0,-2,96
5719,6,0,0,1,0,2,119
5720,6,0,0,0,1,5,104
5721,7,0,0,0,1,-6,116
5722,6,0,4,0,1,6,89
5723,5,0,3,1,0,-6,67
5724,8,0,1,2,0,-6,95
5725,6,0,4,0,1,3,97
5726,8,0,1,1,0,0,106
5727,7,0,2,1,0,0,112
5728,7,0,0,1,0,2,98
5729,8,0,0,0,2,-2,103
5730,6,0,0,1,0,1,93
5731,6,0,1,0,1,0,70
5732,7,0,0,1,0,-2,92
5733,6,0,1,1,0,2,95
5734,7,1,1,0,1,-5,96
5735,5,0,2,1,1,1,108
5736,5,1,0,0,1,4,94
5737,8,1,2,0,4,-3,95
5738,7,0,2,1,0,3,120
5739,4,0,1,1,0,5,65
5740,9,1,3,0,2,-3,121
5741,7,0,1,1,0,-5,108
5742,5,0,4,0,1,5,85
5743,8,1,2,0,4,-2,114
5744,7,1,1,0,2,1,108
5745,8,0,1,0,1,-3,98
5746,2,0,4,0,1,1,55
5747,5,0,1,0,1,2,95
5748,6,4,1,0,5,-1,92
5749,8,0,0,1,0,-1,95
5750,7,0,4,0,1,-3,101
5751,6,0,0,1,0,3,92
5752,6,1,1,0,1,-6,80
5753,4,0,3,1,0,4,83
5754,7,0,0,0,1,-4,106
5755,6,0,1,1,0,6,97
5756,7,0,1,0,1,-5,98
5757,5,1,1,0,4,5,82
5758,7,0,1,2,0,1,104
5759,8,0,0,0,1,-1,105
5760,9,2,2,0,2,1,110
5761,7,0,0,1,0,-7,96
5762,3,0,2,1,0,5,53
5763,7,0,1,0,1,-1,109
5764,7,0,1,0,1,1,92
5765,5,0,4,0,1,9,87
5766,7,0,1,1,0,-9,113
5767,6,2,1,0,2,5,101
5768,7,0,3,1,0,-8,122
5769,6,0,3,1,0,-2,97
5770,1,0,4,0,1,2,31
5771,3,3,0,0,3,4,69
5772,6,0,2,1,0,-8,91
5773,4,1,3,0,1,5,70
5774,7,0,0,1,0,-7,101
5775,8,0,0,0,1,-2,104
5776,7,0,2,1,0,2,98
5777,7,0,1,1,0,-6,94
5778,4,1,1,0,1,4,85
5779,5,1,4,0,1,-1,90
5780,6,0,1,1,0,0,99
5781,6,0,0,2,0,-6,105
5782,4,1,0,0,1,2,83
5783,7,0,0,1,0,-2,124
5784,7,0,2,1,0,-5,105
5785,5,0,1,0,1,4,95
5786,5,0,2,1,0,-1,83
5787,6,0,1,1,1,1,99
5788,7,0,2,1,0,-4,98
5789,5,0,4,0,1,1,82
5790,7,0,2,1,0,0,107
5791,5,0,2,1,0,1,101
5792,5,0,1,1,1,-6,84
5793,5,0,1,1,0,8,80
5794,7,0,2,0,1,-2,80
5795,8,0,0,1,0,0,89
5796,6,0,1,1,0,-3,90
5797,5,0,2,1,0,3,117
5798,8,0,0,1,0,-2,96
5799,6,1,2,0,1,1,103
5800,8,0,3,1,0,-5,100
5801,5,3,1,0,2,2,98
5802,6,0,3,1,0,-7,96
5803,5,1,0,0,1,5,99
5804,6,0,2,1,0,1,98
5805,6,0,0,1,1,-1,103
5806,8,0,2,1,0,-6,100
5807,5,2,3,0,4,4,110
5808,6,0,0,1,0,-1,91
5809,7,0,3,0,1,3,100
5810,5,0,3,1,0,0,103
5811,5,0,1,1,0,0,103
5812,4,0,1,0,2,7,84
5813,7,0,0,1,0,-7,91
5814,4,0,0,0,1,5,86
5815,6,0,1,1,0,0,92
5816,6,0,2,1,0,0,88
5817,8,3,2,0,4,-4,113
5818,7,1,0,0,2,3,100
5819,7,0,0,1,0,2,110
5820,8,0,1,1,0,-3,99
5821,6,0,2,1,0,1,94
5822,8,0,3,1,0,-2,84
5823,7,0,4,0,1,2,105
5824,7,0,1,0,1,-2,102
5825,6,1,0,0,1,0,96
5826,7,0,3,1,0,0,110
5827,7,0,1,1,0,0,110
5828,8,2,1,0,4,4,104
5829,4,0,3,0,2,4,74
5830,6,0,2,1,0,-5,100
5831,7,0,1,0,1,-3,83
5832,5,0,1,1,0,3,88
5833,8,0,1,1,0,0,98
5834,8,2,2,0,2,1,109
5835,6,0,0,1,0,4,106
5836,7,0,4,0,1,-4,105
5837,8,0,3,1,0,-3,102
5838,7,2,2,0,4,1,108
5839,8,0,2,1,0,-2,90
5840,6,0,3,1,0,2,96
5841,7,0,1,1,0,-1,114
5842,6,0,2,1,0,1,105
5843,6,0,2,1,0,1,91
5844,5,0,1,1,0,-1,92
5845,7,0,0,1,0,3,103
5846,7,1,3,0,1,1,101
5847,5,0,0,1,0,-1,70
5848,7,0,3,1,0,3,107
5849,9,0,0,1,0,0,105
5850,8,0,0,1,0,-1,94
5851,7,0,1,1,0,1,89
5852,4,0,2,1,0,6,61
5853,6,0,4,0,1,-5,83
5854,7,0,1,1,0,3,96
5855,7,2,1,0,1,-3,98
5856,7,0,0,1,0,-5,105
5857,3,3,2,0,4,4,60
5858,4,0,1,0,2,3,74
5859,3,0,3,1,0,-3,33
5860,7,0,1,1,0,-1,107
5861,7,3,3,0,4,1,109
5862,6,0,1,1,0,0,96
5863,6,1,1,0,4,1,83
5864,6,0,3,1,0,0,105
5865,6,0,4,0,1,0,92
5866,7,0,1,1,0,-3,96
5867,4,0,3,0,1,4,80
5868,6,1,1,0,2,-3,89
5869,6,0,1,1,0,2,101
5870,7,0,0,1,1,5,109
5871,7,0,0,0,2,-5,99
5872,5,0,2,1,0,-1,90
5873,3,3,3,0,4,-3,42
5874,7,0,0,1,0,2,89
5875,8,0,2,0,2,-1,104
5876,8,0,3,1,0,0,104
5877,7,0,3,1,0,0,107
5878,5,0,1,0,1,4,108
5879,8,0,0,1,1,-9,122
5880,8,1,0,0,1,-4,103
5881,6,1,3,0,1,3,100
5882,5,0,0,1,0,0,84
5883,2,1,1,0,1,3,49
5884,6,0,0,1,0,-2,89
5885,7,0,4,0,1,-3,101
5886,6,0,0,1,0,3,98
5887,6,1,1,0,1,2,112
5888,6,0,1,1,0,-4,68
5889,6,0,0,0,2,2,97
5890,5,0,0,1,0,-1,85
5891,7,0,2,0,1,4,102
5892,5,0,1,1,0,0,73
5893,7,0,0,1,0,0,95
5894,8,0,1,1,0,0,107
5895,8,0,1,0,1,0,118
5896,8,0,3,1,0,-2,112
5897,7,0,1,0,1,-1,89
5898,7,0,0,1,0,1,107
5899,7,0,1,1,0,-1,109
5900,7,0,1,1,0,-3,106
5901,5,2,1,0,1,1,93
5902,7,0,0,1,0,1,122
5903,7,0,2,1,0,-1,92
5904,3,0,1,1,0,5,76
5905,7,1,0,0,2,-6,104
5906,9,0,4,0,1,-1,113
5907,5,0,2,1,0,2,95
5908,6,0,1,1,0,-2,99
5909,6,0,1,1,0,2,89
5910,7,2,2,0,4,2,113
5911,5,0,3,1,0,-2,86
5912,6,0,0,1,0,-1,99
5913,6,0,0,1,0,1,110
5914,4,0,2,1,0,4,94
5915,5,0,0,1,1,-4,79
5916,7,0,1,1,0,-4,86
5917,6,0,3,1,0,4,106
5918,7,0,2,1,0,-4,115
5919,3,0,2,1,0,6,70
5920,5,0,0,1,0,1,100
5921,7,0,3,1,0,0,116
5922,8,0,2,1,0,-4,99
5923,5,0,3,0,1,3,107
5924,7,0,0,1,0,-5,90
5925,3,0,0,1,0,5,73
5926,8,0,2,1,0,-3,99
5927,5,0,4,0,1,3,94
5928,7,1,1,0,1,-2,96
5929,7,1,2,0,2,1,85
5930,7,0,1,1,0,-1,104
5931,8,1,4,0,1,1,126
5932,5,0,2,1,0,1,74
5933,7,0,0,1,0,-8,101
5934,4,0,1,0,1,6,66
5935,6,0,2,1,0,-3,90
5936,7,0,3,1,0,3,104
5937,6,0,4,0,1,-7,101
5938,4,0,1,1,0,5,69
5939,6,0,2,1,0,3,107
5940,8,0,1,1,0,-4,116
5941,4,0,3,1,0,1,81
5942,7,0,2,1,0,-3,115
5943,6,0,1,1,0,-10,100
5944,2,1,4,0,1,2,41
5945,6,0,1,1,0,-5,103
5946,4,1,3,0,4,4,68
5947,7,0,2,1,0,0,98
5948,8,0,2,1,0,0,91
5949,7,0,1,1,0,0,97
5950,4,0,0,1,0,1,97
5951,7,0,0,1,0,-5,116
5952,5,0,1,0,2,3,85
5953,7,0,1,1,0,3,95
5954,6,0,3,1,0,-3,92
5955,6,0,0,1,0,3,95
5956,8,0,2,1,0,-3,91
5957,5,0,3,1,0,3,100
5958,5,0,1,1,0,-3,109
5959,6,0,1,0,1,-6,103
5960,1,0,4,0,1,4,30
5961,5,0,2,1,0,2,105
5962,7,0,1,1,0,1,98
5963,7,0,1,1,1,-1,107
5964,7,0,1,1,0,1,100
5965,7,0,2,1,0,0,106
5966,6,0,2,1,0,0,113
5967,8,0,2,0,1,1,109
5968,8,0,0,1,0,-1,90
5969,6,0,2,1,0,-2,95
5970,5,0,3,0,2,2,75
5971,7,0,4,0,1,-2,112
5972,5,0,1,1,0,2,102
5973,8,0,4,0,1,-4,102
5974,7,0,1,1,1,4,96
5975,6,0,1,1,0,-1,103
5976,5,0,4,0,1,-1,66
5977,6,0,3,0,1,-6,111
5978,2,0,0,1,0,6,57
5979,7,0,2,0,1,0,98
5980,5,1,4,0,1,-1,82
5981,7,0,0,1,0,-1,98
5982,7,0,2,1,0,1,109
5983,5,0,3,1,0,-3,97
5984,5,0,1,0,1,3,83
5985,6,0,3,1,0,3,108
5986,8,0,1,1,0,-5,110
5987,3,2,1,0,2,3,56
5988,7,0,3,1,0,-12,102
5989,8,0,0,0,1,-3,95
5990,5,0,4,0,1,1,72
5991,7,0,0,1,0,1,89
5992,9,0,3,0,1,-1,109
5993,7,0,3,1,0,-5,94
5994,5,0,1,1,0,4,98
5995,6,0,3,1,0,0,106
5996,6,0,1,1,0,0,93
5997,7,0,0,1,0,2,109
5998,5,0,0,1,0,-1,102
5999,7,0,0,0,1,-1,111
6000,7,0,1,1,0,2,106
6001,5,0,3,1,0,-3,106
6002,5,0,1,1,0,3,88
6003,5,0,2,1,0,5,105
6004,7,0,1,1,0,2,108
6005,7,0,0,1,0,-1,86
6006,7,1,0,0,2,-1,103
6007,6,0,0,1,0,1,120
6008,8,0,0,1,0,1,108
6009,7,0,1,1,0,-1,97
6010,8,0,0,1,0,-1,105
6011,6,0,3,1,0,1,111
6012,8,1,1,0,2,-2,108
6013,8,0,2,0,1,1,121
6014,8,1,2,0,2,2,101
6015,8,0,4,0,1,-3,100
6016,8,0,2,0,1,-1,102
6017,7,0,0,2,0,1,107
6018,8,0,2,0,1,-1,106
6019,6,0,0,1,0,1,107
6020,8,0,0,1,0,-4,107
6021,6,0,1,1,0,3,96
6022,8,0,0,2,0,-1,101
6023,6,0,4,0,1,0,94
6024,8,0,2,1,0,2,104
6025,8,0,3,0,1,-2,109
6026,8,0,0,1,0,-5,112
6027,5,0,0,0,1,3,106
6028,7,3,1,0,4,3,115
6029,8,0,1,1,0,-6,107
6030,6,0,3,1,0,-4,95
6031,6,0,3,1,1,4,103
6032,6,0,1,1,0,-2,100
6033,6,0,3,0,1,2,119
6034,7,0,1,0,1,2,88
6035,6,0,2,1,0,-2,102
6036,8,0,3,0,1,1,110
6037,8,0,1,1,0,0,114
6038,7,0,3,1,0,0,109
6039,5,0,0,2,0,1,80
6040,9,1,2,0,4,-2,104
6041,7,0,2,1,0,-8,102
6042,1,0,4,0,1,2,30
6043,6,0,0,1,0,4,97
6044,7,0,4,0,1,1,109
6045,7,0,2,1,0,-3,109
6046,5,0,0,1,0,-3,99
6047,5,0,2,0,2,3,78
6048,6,0,1,0,2,3,97
6049,6,0,1,0,1,3,99
6050,8,0,3,1,0,-3,116
6051,6,0,1,1,0,6,89
6052,7,0,2,1,0,-10,99
6053,6,0,0,1,0,-4,98
6054,2,0,2,1,0,7,46
6055,6,0,1,1,0,-9,101
6056,1,4,2,0,5,5,36
6057,7,0,1,1,0,-4,111
6058,5,0,4,0,1,4,101
6059,2,2,2,0,1,5,64
6060,8,0,0,1,0,-7,98
6061,7,0,0,1,0,-6,105
6062,6,3,3,0,4,3,85
6063,5,0,1,1,0,1,117
6064,5,0,2,1,0,5,87
6065,6,0,0,1,0,4,108
6066,7,0,2,1,0,-3,105
6067,7,0,0,1,0,-1,110
6068,4,0,4,0,1,1,83
6069,3,2,1,0,1,2,70
6070,4,0,2,1,0,4,90
6071,8,0,3,0,1,-2,104
6072,6,1,1,1,0,-1,97
6073,5,0,1,1,0,2,86
6074,6,1,2,1,1,3,111
6075,7,0,1,1,0,-4,102
6076,8,0,2,0,2,-2,109
6077,7,0,3,1,0,2,108
6078,7,0,3,1,0,-1,101
6079,6,0,4,0,1,1,115
6080,7,0,3,1,0,2,102
6081,5,2,0,0,1,-4,85
6082,7,0,0,1,0,1,99
6083,6,0,1,1,0,-1,86
6084,8,0,1,0,1,2,112
6085,9,0,4,0,1,-2,105
6086,6,0,2,1,0,-12,95
6087,5,0,4,0,1,3,95
6088,8,0,2,0,1,-2,115
6089,6,0,2,1,0,2,105
6090,8,0,0,1,0,-3,103
6091,5,0,0,1,0,3,73
6092,7,0,3,0,2,3,93
6093,8,0,2,2,0,-6,111
6094,5,1,4,0,1,1,89
6095,8,0,0,0,1,-5,101
6096,5,0,2,1,0,5,97
6097,8,0,3,1,0,0,122
6098,4,0,0,1,1,0,66
6099,8,1,0,0,1,-1,121
6100,7,0,3,1,0,1,102
6101,6,0,1,1,0,-4,107
6102,3,1,2,0,1,3,60
6103,6,0,3,1,0,0,90
6104,5,0,0,1,0,0,84
6105,6,0,2,1,1,-6,98
6106,4,0,2,1,0,3,77
6107,7,0,1,1,0,4,94
6108,7,0,1,2,0,-3,88
6109,5,2,1,0,4,1,102
6110,5,0,2,1,0,-1,90
6111,5,0,3,1,0,4,98
6112,6,0,0,1,0,-2,83
6113,4,0,2,2,0,6,82
6114,5,0,1,1,0,-5,79
6115,5,0,1,1,0,2,106
6116,8,0,1,1,0,-6,86
6117,6,0,0,0,0,2,85
6118,7,0,3,1,0,-2,108
6119,6,1,3,0,1,3,117
6120,7,0,1,1,0,-4,100
6121,2,0,0,1,0,6,50
6122,5,0,2,1,0,-2,98
6123,5,0,2,0,1,3,88
6124,5,0,0,1,0,0,110
6125,7,0,0,1,0,0,107
6126,7,0,0,1,0,0,92
6127,8,0,0,1,0,-1,105
6128,5,0,2,1,0,0,97
6129,6,0,1,1,0,2,86
6130,8,2,2,0,2,-2,96
6131,5,0,0,1,0,1,80
6132,6,0,3,1,0,-3,89
6133,7,0,4,0,1,-2,71
6134,6,0,3,1,0,2,101
6135,4,0,1,1,0,1,65
6136,4,1,3,0,4,1,79
6137,6,0,1,1,0,5,107
6138,7,0,4,0,1,-4,93
6139,3,0,0,1,0,6,61
6140,7,0,0,2,0,-4,109
6141,5,0,0,0,1,3,95
6142,4,0,0,0,1,2,60
6143,7,0,0,1,0,4,101
6144,7,0,1,0,1,-1,97
6145,8,0,0,0,2,1,94
6146,7,0,2,1,0,-1,108
6147,7,1,0,0,2,1,88
6148,2,1,1,0,1,3,44
6149,6,0,0,1,0,-6,75
6150,7,0,1,1,0,3,83
6151,6,0,4,0,1,-2,67
6152,6,0,1,0,1,-2,98
6153,4,0,4,0,1,1,71
6154,6,0,3,1,1,2,106
6155,7,0,2,0,1,-2,97
6156,6,0,0,1,0,2,88
6157,6,1,0,0,1,0,96
6158,1,0,1,1,0,1,15
6159,9,1,2,0,2,-6,104
6160,6,0,3,0,1,2,77
6161,5,0,2,1,0,-2,79
6162,6,0,3,2,0,1,83
6163,6,0,1,0,1,-1,109
6164,6,0,4,0,1,0,84
6165,5,0,0,0,1,-1,68
6166,7,0,1,1,0,1,122
6167,8,0,1,0,2,-1,87
6168,7,0,0,1,0,-1,101
6169,7,0,0,1,0,2,100
6170,4,0,4,0,1,2,59
6171,9,0,3,0,1,-8,101
6172,6,1,2,0,2,-2,92
6173,4,0,2,0,1,4,73
6174,7,0,2,1,0,-2,102
6175,7,0,1,1,0,2,106
6176,2,0,1,0,1,1,39
6177,6,1,2,0,1,-3,96
6178,4,2,0,0,2,0,70
6179,8,0,0,0,1,-4,106
6180,7,0,0,1,0,2,103
6181,8,0,0,0,1,-2,89
6182,5,0,1,2,0,4,101
6183,7,0,4,0,1,-4,108
6184,6,0,3,1,0,-3,107
6185,4,0,4,0,1,6,86
6186,6,0,1,1,0,1,91
6187,8,0,3,0,1,-1,89
6188,6,0,4,0,1,-2,97
6189,6,0,1,1,0,2,116
6190,6,0,1,1,0,0,98
6191,7,0,0,1,0,0,98
6192,5,0,3,1,0,1,92
6193,7,0,4,0,1,-2,97
6194,8,0,1,1,0,1,121
6195,7,0,0,0,1,-1,118
6196,6,0,0,1,0,-1,93
6197,7,0,0,1,0,3,111
6198,3,0,4,0,1,5,55
6199,7,0,2,1,0,-8,107
6200,5,0,2,0,1,8,97
6201,8,2,0,0,2,-10,92
6202,8,0,2,1,0,-1,101
6203,7,0,3,1,0,1,112
6204,5,0,1,1,0,1,99
6205,5,0,1,2,0,-1,92
6206,7,0,1,1,0,-11,100
6207,4,3,0,0,4,2,94
6208,8,1,0,0,2,-3,84
6209,6,0,1,1,0,2,79
6210,8,0,0,1,0,2,118
6211,7,0,1,1,0,-1,106
6212,7,0,3,1,0,-8,121
6213,6,3,2,0,4,5,73
6214,7,0,1,1,1,0,112
6215,7,0,0,1,1,0,93
6216,6,0,4,0,1,3,98
6217,7,0,2,1,0,2,97
6218,6,0,1,2,0,-2,99
6219,8,0,3,1,0,-3,115
6220,5,0,2,1,0,2,79
6221,6,0,4,0,1,4,117
6222,7,0,2,0,1,-3,84
6223,1,2,0,0,1,3,34
6224,7,0,2,1,0,-4,88
6225,7,0,2,1,0,2,107
6226,6,0,2,1,0,-2,104
6227,8,2,1,0,4,-4,97
6228,6,0,3,1,0,3,90
6229,6,0,4,0,1,-3,109
6230,5,0,1,1,0,4,73
6231,7,1,0,0,1,3,94
6232,8,0,1,1,0,-6,92
6233,7,2,0,0,4,-4,90
6234,6,0,2,1,0,5,94
6235,5,0,1,0,2,3,84
6236,5,0,1,1,0,-3,91
6237,6,0,3,1,0,-2,92
6238,6,0,1,1,0,3,92
6239,5,0,1,1,0,5,74
6240,7,0,4,0,1,1,118
6241,6,0,1,1,0,-1,81
6242,6,0,1,1,0,-2,99
6243,4,1,1,0,2,2,82
6244,6,1,0,0,2,3,105
6245,6,0,2,1,0,-3,88
6246,5,0,0,0,3,2,69
6247,7,1,2,0,4,2,101
6248,6,0,1,1,0,0,89
6249,8,0,3,1,0,1,117
6250,7,0,0,2,0,1,104
6251,7,0,0,1,0,-1,100
6252,6,1,3,0,2,1,104
6253,7,0,0,1,0,-2,103
6254,6,0,1,1,0,3,103
6255,7,0,2,1,0,-3,95
6256,4,0,0,1,1,5,92
6257,3,0,2,1,0,-2,47
6258,3,0,4,0,1,0,50
6259,6,0,2,1,0,1,93
6260,8,0,0,1,1,1,107
6261,2,0,1,1,0,0,21
6262,6,0,3,1,0,-1,80
6263,7,0,1,0,1,-1,88
6264,7,1,3,0,2,-4,112
6265,5,0,1,1,0,4,100
6266,4,0,1,0,1,4,73
6267,7,0,4,0,1,-8,115
6268,6,0,1,1,0,0,122
6269,7,0,2,1,0,-1,111
6270,5,2,1,0,4,5,85
6271,6,0,4,0,1,-4,101
6272,4,0,4,0,1,4,104
6273,7,0,0,1,0,0,95
6274,8,0,2,1,0,-4,116
6275,7,0,2,0,3,3,103
6276,6,0,2,1,0,-2,103
6277,6,0,2,1,0,2,104
6278,6,0,0,1,0,-2,72
6279,7,1,0,0,4,3,108
6280,7,0,3,1,0,-4,137
6281,5,0,1,0,1,0,79
6282,7,0,1,1,0,3,93
6283,7,0,3,1,0,-3,119
6284,7,0,3,1,0,-3,100
6285,6,0,4,0,1,2,86
6286,3,0,4,0,1,0,62
6287,3,3,2,0,3,-1,59
6288,6,0,1,1,0,2,100
6289,8,0,0,1,0,-2,99
6290,3,0,1,1,2,0,70
6291,8,0,2,1,0,0,93
6292,5,0,4,0,1,0,95
6293,5,0,1,0,1,1,91
6294,3,1,1,0,4,1,44
6295,7,0,1,1,0,-10,99
6296,5,0,0,1,0,0,81
6297,6,1,3,0,2,1,108
6298,5,0,0,1,0,3,80
6299,7,1,0,0,1,-6,99
6300,3,1,2,0,1,3,45
6301,7,0,2,0,1,-6,91
6302,4,1,0,0,1,1,69
6303,7,0,3,1,0,-3,96
6304,4,2,2,0,1,0,76
6305,5,1,2,0,1,0,70
6306,7,0,2,1,0,-3,108
6307,7,0,2,1,0,3,107
6308,6,0,2,1,0,-2,72
6309,3,0,0,0,2,4,37
6310,5,0,2,0,1,-4,88
6311,4,0,4,0,1,2,64
6312,6,0,1,1,0,-1,87
6313,6,0,1,1,0,1,115
6314,7,3,2,0,4,-2,100
6315,6,0,0,2,0,2,91
6316,3,0,0,1,0,4,81
6317,3,0,1,1,0,1,63
6318,6,0,1,1,0,-5,101
6319,4,2,2,0,4,2,91
6320,5,0,3,0,1,3,67
6321,7,0,2,1,0,-6,98
6322,3,1,1,0,1,3,55
6323,6,0,0,1,0,-8,108
6324,5,0,2,0,2,5,80
6325,7,0,1,1,0,-5,113
6326,6,0,0,1,0,-7,93
6327,3,1,1,0,1,4,49
6328,4,1,1,0,1,3,71
6329,7,0,0,1,0,-7,111
6330,7,0,1,1,0,3,109
6331,6,0,3,1,0,-3,94
6332,5,0,0,0,2,6,64
6333,7,0,3,0,2,-8,83
6334,6,1,0,0,3,0,95
6335,6,0,4,0,1,-1,99
6336,6,0,4,0,1,0,100
6337,6,0,3,2,0,1,101
6338,6,0,1,1,0,-2,99
6339,7,0,2,1,0,2,121
6340,4,1,0,0,1,3,65
6341,6,0,0,1,0,-3,90
6342,4,2,1,0,4,6,80
6343,7,0,2,1,0,-13,82
6344,5,0,4,0,1,-2,89
6345,7,1,3,1,0,2,95
